image_filename,label
20251106_234624_983.png,clear
20251107_001000_005.png,clear
20251107_013844_988.png,cloudy
20251107_020645_019.png,cloudy
20251107_030934_981.png,cloudy
20251107_033209_996.png,cloudy
20251107_035024_984.png,cloudy
20251107_041805_001.png,cloudy
20251107_042045_001.png,cloudy
20251107_044554_988.png,cloudy
20251107_045639_988.png,cloudy
20251107_050315_001.png,cloudy
20251107_052119_993.png,cloudy
20251107_052805_001.png,cloudy
20251107_053525_001.png,cloudy
20251107_053940_001.png,cloudy
20251107_065820_007.png,cloudy
20251107_065859_997.png,cloudy
20251107_071250_019.png,cloudy
20251107_080949_983.png,cloudy
20251107_090744_992.png,cloudy
20251107_091235_004.png,cloudy
20251107_091729_991.png,cloudy
20251107_094720_006.png,cloudy
20251107_095205_019.png,cloudy
20251107_095304_993.png,cloudy
20251107_100239_984.png,cloudy
20251107_101349_996.png,cloudy
20251113_232104_986.png,clear
20251113_232225_006.png,clear
20251113_232624_994.png,clear
20251113_232709_996.png,clear
20251113_233149_996.png,clear
20251113_233345_011.png,clear
20251113_233625_011.png,clear
20251113_233659_982.png,clear
20251113_234934_988.png,clear
20251114_000544_996.png,clear
20251114_001625_013.png,clear
20251114_001634_996.png,clear
20251114_002820_013.png,clear
20251114_002855_002.png,clear
20251114_003234_996.png,clear
20251114_004624_988.png,clear
20251114_010100_009.png,clear
20251114_010800_008.png,clear
20251114_011259_987.png,clear
20251114_012249_993.png,clear
20251114_013135_019.png,clear
20251114_014455_005.png,clear
20251114_020335_018.png,clear
20251114_020500_004.png,clear
20251114_020919_981.png,clear
20251114_021834_997.png,clear
20251114_022239_999.png,clear
20251114_024139_993.png,clear
20251114_030410_018.png,clear
20251114_031319_989.png,clear
20251114_031514_995.png,clear
20251114_031749_994.png,clear
20251114_032650_006.png,clear
20251114_035139_987.png,clear
20251114_035754_988.png,clear
20251114_040045_012.png,clear
20251114_040205_004.png,clear
20251114_041045_004.png,clear
20251114_042020_014.png,clear
20251114_042729_995.png,clear
20251114_043214_990.png,clear
20251114_043305_005.png,clear
20251114_045045_010.png,clear
20251114_045749_987.png,clear
20251114_050840_003.png,clear
20251114_051354_996.png,clear
20251114_051429_998.png,clear
20251114_051514_992.png,clear
20251114_052909_994.png,clear
20251114_055019_985.png,clear
20251114_055504_998.png,clear
20251114_062220_007.png,clear
20251114_062614_983.png,clear
20251114_063654_998.png,clear
20251114_065225_018.png,clear
20251114_065335_012.png,clear
20251114_075809_995.png,clear
20251114_075949_990.png,clear
20251114_080319_994.png,clear
20251114_080440_018.png,clear
20251114_082910_001.png,clear
20251114_082940_015.png,clear
20251114_085444_987.png,clear
20251114_090610_012.png,clear
20251114_092514_988.png,clear
20251114_093504_998.png,clear
20251114_093645_014.png,clear
20251114_102940_005.png,clear
20251114_110615_009.png,clear
20251114_111105_019.png,clear
20251114_111745_007.png,clear
20251114_111840_009.png,clear
20251114_230105_018.png,clear
20251114_232235_009.png,clear
20251114_232825_006.png,clear
20251114_232844_983.png,clear
20251114_232935_003.png,clear
20251114_234529_989.png,clear
20251114_234844_984.png,clear
20251114_235355_007.png,clear
20251115_004404_988.png,clear
20251115_005900_018.png,clear
20251115_012120_010.png,cloudy
20251115_012120_016.png,cloudy
20251115_012954_996.png,cloudy
20251115_013005_004.png,cloudy
20251115_013110_018.png,cloudy
20251115_014605_004.png,cloudy
20251115_022429_989.png,cloudy
20251115_023010_003.png,cloudy
20251115_023719_991.png,cloudy
20251115_024249_998.png,cloudy
20251115_025705_001.png,cloudy
20251115_031249_989.png,cloudy
20251115_032340_005.png,cloudy
20251115_034610_014.png,cloudy
20251115_035120_001.png,cloudy
20251115_035310_008.png,cloudy
20251115_040650_014.png,cloudy
20251115_043610_011.png,cloudy
20251115_044104_995.png,cloudy
20251115_044334_992.png,cloudy
20251115_045545_015.png,cloudy
20251115_050214_983.png,cloudy
20251115_050559_991.png,cloudy
20251115_051135_008.png,cloudy
20251115_051159_986.png,cloudy
20251115_055825_000.png,cloudy
20251115_055940_016.png,cloudy
20251115_060135_013.png,cloudy
