5000,733.9
1e+04,1899
1.5e+04,2282
2e+04,1562
2.5e+04,1147
3e+04,1052
3.5e+04,1580
4e+04,1556
4.5e+04,1500
5e+04,1385
5.5e+04,93.22
6e+04,1387
6.5e+04,879.9
7e+04,450.9
7.5e+04,253.5
8e+04,1359
8.5e+04,1445
9e+04,1277
9.5e+04,1404
1e+05,28.08
1.05e+05,274.6
1.1e+05,8.537
1.15e+05,314.8
1.2e+05,9.861
1.25e+05,1187
1.3e+05,1124
1.35e+05,1144
1.4e+05,189.9
1.45e+05,394.3
1.5e+05,8.539
1.55e+05,1347
1.6e+05,969.3
1.65e+05,184.1
1.7e+05,7.037
1.75e+05,6.875
1.8e+05,6.171
1.85e+05,896.1
1.9e+05,994.4
1.95e+05,9.591
2e+05,7.664
2.05e+05,17.46
2.1e+05,10.65
2.15e+05,117
2.2e+05,8.833
2.25e+05,172.6
2.3e+05,99.4
2.35e+05,1332
2.4e+05,698.2
2.45e+05,1446
2.5e+05,205.9
2.55e+05,629.9
2.6e+05,1331
2.65e+05,1098
2.7e+05,1286
2.75e+05,8.608
2.8e+05,283.9
2.85e+05,495.5
2.9e+05,1006
2.95e+05,57.64
3e+05,5.937
3.05e+05,11.98
3.1e+05,1431
3.15e+05,148.7
3.2e+05,1651
3.25e+05,495.2
3.3e+05,576.1
3.35e+05,234.2
3.4e+05,1455
3.45e+05,897
3.5e+05,207.1
3.55e+05,7.81
3.6e+05,627.3
3.65e+05,13.17
3.7e+05,23.08
3.75e+05,635.9
3.8e+05,1168
3.85e+05,8.983
3.9e+05,226.4
3.95e+05,1091
4e+05,1026
4.05e+05,848
4.1e+05,22.47
4.15e+05,13.79
4.2e+05,408.3
4.25e+05,1024
4.3e+05,17.71
4.35e+05,856.5
4.4e+05,873.3
4.45e+05,1256
4.5e+05,9.886
4.55e+05,15.06
4.6e+05,1540
4.65e+05,69.89
4.7e+05,205.9
4.75e+05,426.7
4.8e+05,1159
4.85e+05,1382
4.9e+05,335.9
4.95e+05,1315
5e+05,1481
