กระถาง	ก ร ะ ถ า ง
ฤาษี	ฤ า ษ ี
การตั้งครรภ์	ก า ร ต ั ้ ง ค ร ร ภ ์
กริยาวิเศษณ์	ก ร ิ ย า ว ิ เ ศ ษ ณ ์
อสุจิ	อ ส ุ จ ิ
ราบัต	ร า บ ั ต
บัลลาสต์	บ ั ล ล า ส ต ์
เก้าเหลี่ยม	เ ก ้ า เ ห ล ี ่ ย ม
ขยับ	ข ย ั บ
เน็กไท	เ น ็ ก ไ ท
เทศมนตรี	เ ท ศ ม น ต ร ี
ตุลาการภิวัตน์	ต ุ ล า ก า ร ภ ิ ว ั ต น ์
ปริ้นเตอร์	ป ร ิ ้ น เ ต อ ร ์
ยมฑูต	ย ม ฑ ู ต
กลองชุด	ก ล อ ง ช ุ ด
โทษะ	โ ท ษ ะ
ทึ่ม	ท ึ ่ ม
น้ำส้มสายชู	น ้ ำ ส ้ ม ส า ย ช ู
อาร์กติก	อ า ร ์ ก ต ิ ก
บ่าว	บ ่ า ว
ซุ้ม	ซ ุ ้ ม
เนื้อเยื่อเกี่ยวพัน	เ น ื ้ อ เ ย ื ่ อ เ ก ี ่ ย ว พ ั น
เป็นลม	เ ป ็ น ล ม
ความกลัว	ค ว า ม ก ล ั ว
กับข้าว	ก ั บ ข ้ า ว
ภัสสะ	ภ ั ส ส ะ
รากษส	ร า ก ษ ส
เวอร์มอนต์	เ ว อ ร ์ ม อ น ต ์
พิมพ์	พ ิ ม พ ์
คิชฌะ	ค ิ ช ฌ ะ
อุทธรณ์	อ ุ ท ธ ร ณ ์
เอาแต่ใจ	เ อ า แ ต ่ ใ จ
แมวทราย	แ ม ว ท ร า ย
เกลา	เ ก ล า
ตะขาบ	ต ะ ข า บ
เคียว	เ ค ี ย ว
บทนำ	บ ท น ำ
กล้ามเนื้อเรียบ	ก ล ้ า ม เ น ื ้ อ เ ร ี ย บ
เส้นรอบวง	เ ส ้ น ร อ บ ว ง
สาปส่ง	ส า ป ส ่ ง
เสด็จพระราชสมภพ	เ ส ด ็ จ พ ร ะ ร า ช ส ม ภ พ
นมแมว	น ม แ ม ว
เครื่องดื่มชูกำลัง	เ ค ร ื ่ อ ง ด ื ่ ม ช ู ก ำ ล ั ง
คนกลาง	ค น ก ล า ง
