5000,829.7
1e+04,2284
1.5e+04,1317
2e+04,1046
2.5e+04,1645
3e+04,1429
3.5e+04,1734
4e+04,706.7
4.5e+04,1582
5e+04,1281
5.5e+04,1009
6e+04,1715
6.5e+04,1508
7e+04,1345
7.5e+04,1032
8e+04,1553
8.5e+04,1431
9e+04,1290
9.5e+04,1615
1e+05,1345
1.05e+05,1366
1.1e+05,1291
1.15e+05,1332
1.2e+05,1264
1.25e+05,1400
1.3e+05,908.6
1.35e+05,1292
1.4e+05,1634
1.45e+05,1326
1.5e+05,695.6
1.55e+05,1164
1.6e+05,1066
1.65e+05,1508
1.7e+05,915.9
1.75e+05,984.4
1.8e+05,1621
1.85e+05,1631
1.9e+05,1378
1.95e+05,582.9
2e+05,1087
2.05e+05,1432
2.1e+05,1146
2.15e+05,1404
2.2e+05,746.5
2.25e+05,1039
2.3e+05,825.8
2.35e+05,1095
2.4e+05,960.4
2.45e+05,1316
2.5e+05,1430
2.55e+05,1476
2.6e+05,1328
2.65e+05,1160
2.7e+05,1794
2.75e+05,1593
2.8e+05,1377
2.85e+05,1513
2.9e+05,880.6
2.95e+05,1020
3e+05,1534
3.05e+05,875.1
3.1e+05,589.4
3.15e+05,976.4
3.2e+05,1398
3.25e+05,1455
3.3e+05,1003
3.35e+05,1011
3.4e+05,1412
3.45e+05,1632
3.5e+05,1023
3.55e+05,1438
3.6e+05,768.8
3.65e+05,1311
3.7e+05,1371
3.75e+05,1577
3.8e+05,1060
3.85e+05,1024
3.9e+05,1232
3.95e+05,1117
4e+05,1668
4.05e+05,1323
4.1e+05,1519
4.15e+05,1232
4.2e+05,1163
4.25e+05,1493
4.3e+05,1213
4.35e+05,1321
4.4e+05,1480
4.45e+05,820.6
4.5e+05,1468
4.55e+05,1103
4.6e+05,1294
4.65e+05,1007
4.7e+05,1671
4.75e+05,447.2
4.8e+05,1307
4.85e+05,1188
4.9e+05,1386
4.95e+05,625.3
5e+05,1354
