0x0,0x0
0x1,0x40
0x2,0x80
0x3,0xc0
0x4,0x100
0x5,0x140
0x6,0x180
0x7,0x1c0
0x8,0x200
0x9,0x240
0xa,0x280
0xb,0x2c0
0xc,0x300
0xd,0x340
0xe,0x380
0xf,0x3c0
0x10,0x400
0x11,0x440
0x12,0x480
0x13,0x4c0
0x14,0x500
0x15,0x540
0x16,0x580
0x17,0x5c0
0x18,0x600
0x19,0x640
0x1a,0x680
0x1b,0x6c0
0x1c,0x700
0x1d,0x740
0x1e,0x780
0x1f,0x7c0
0x20,0x800
0x21,0x840
0x22,0x880
0x23,0x8c0
0x24,0x900
0x25,0x940
0x26,0x980
0x27,0x9c0
0x28,0xa00
0x29,0xa40
0x2a,0xa80
0x2b,0xac0
0x2c,0xb00
0x2d,0xb40
0x2e,0xb80
0x2f,0xbc0
0x30,0xc00
0x31,0xc40
0x32,0xc80
0x33,0xcc0
0x34,0xd00
0x35,0xd40
0x36,0xd80
0x37,0xdc0
0x38,0xe00
0x39,0xe40
0x3a,0xe80
0x3b,0xec0
0x3c,0xf00
0x3d,0xf40
0x3e,0xf80
0x3f,0xfc0
0x40,0x1000
0x41,0x1040
0x42,0x1080
0x43,0x10c0
0x44,0x1100
0x45,0x1140
0x46,0x1180
0x47,0x11c0
0x48,0x1200
0x49,0x1240
0x4a,0x1280
0x4b,0x12c0
0x4c,0x1300
0x4d,0x1340
0x4e,0x1380
0x4f,0x13c0
0x50,0x1400
0x51,0x1440
0x52,0x1480
0x53,0x14c0
0x54,0x1500
0x55,0x1540
0x56,0x1580
0x57,0x15c0
0x58,0x1600
0x59,0x1640
0x5a,0x1680
0x5b,0x16c0
0x5c,0x1700
0x5d,0x1740
0x5e,0x1780
0x5f,0x17c0
0x60,0x1800
0x61,0x1840
0x62,0x1880
0x63,0x18c0
0x64,0x1900
0x65,0x1940
0x66,0x1980
0x67,0x19c0
0x68,0x1a00
0x69,0x1a40
0x6a,0x1a80
0x6b,0x1ac0
0x6c,0x1b00
0x6d,0x1b40
0x6e,0x1b80
0x6f,0x1bc0
0x70,0x1c00
0x71,0x1c40
0x72,0x1c80
0x73,0x1cc0
0x74,0x1d00
0x75,0x1d40
0x76,0x1d80
0x77,0x1dc0
0x78,0x1e00
0x79,0x1e40
0x7a,0x1e80
0x7b,0x1ec0
0x7c,0x1f00
0x7d,0x1f40
0x7e,0x1f80
0x7f,0x1fc0
0x80,0x2000
0x81,0x2040
0x82,0x2080
0x83,0x20c0
0x84,0x2100
0x85,0x2140
0x86,0x2180
0x87,0x21c0
0x88,0x2200
0x89,0x2240
0x8a,0x2280
0x8b,0x22c0
0x8c,0x2300
0x8d,0x2340
0x8e,0x2380
0x8f,0x23c0
0x90,0x2400
0x91,0x2440
0x92,0x2480
0x93,0x24c0
0x94,0x2500
0x95,0x2540
0x96,0x2580
0x97,0x25c0
0x98,0x2600
0x99,0x2640
0x9a,0x2680
0x9b,0x26c0
0x9c,0x2700
0x9d,0x2740
0x9e,0x2780
0x9f,0x27c0
0xa0,0x2800
0xa1,0x2840
0xa2,0x2880
0xa3,0x28c0
0xa4,0x2900
0xa5,0x2940
0xa6,0x2980
0xa7,0x29c0
0xa8,0x2a00
0xa9,0x2a40
0xaa,0x2a80
0xab,0x2ac0
0xac,0x2b00
0xad,0x2b40
0xae,0x2b80
0xaf,0x2bc0
0xb0,0x2c00
0xb1,0x2c40
0xb2,0x2c80
0xb3,0x2cc0
0xb4,0x2d00
0xb5,0x2d40
0xb6,0x2d80
0xb7,0x2dc0
0xb8,0x2e00
0xb9,0x2e40
0xba,0x2e80
0xbb,0x2ec0
0xbc,0x2f00
0xbd,0x2f40
0xbe,0x2f80
0xbf,0x2fc0
0xc0,0x3000
0xc1,0x3040
0xc2,0x3080
0xc3,0x30c0
0xc4,0x3100
0xc5,0x3140
0xc6,0x3180
0xc7,0x31c0
0xc8,0x3200
0xc9,0x3240
0xca,0x3280
0xcb,0x32c0
0xcc,0x3300
0xcd,0x3340
0xce,0x3380
0xcf,0x33c0
0xd0,0x3400
0xd1,0x3440
0xd2,0x3480
0xd3,0x34c0
0xd4,0x3500
0xd5,0x3540
0xd6,0x3580
0xd7,0x35c0
0xd8,0x3600
0xd9,0x3640
0xda,0x3680
0xdb,0x36c0
0xdc,0x3700
0xdd,0x3740
0xde,0x3780
0xdf,0x37c0
0xe0,0x3800
0xe1,0x3840
0xe2,0x3880
0xe3,0x38c0
0xe4,0x3900
0xe5,0x3940
0xe6,0x3980
0xe7,0x39c0
0xe8,0x3a00
0xe9,0x3a40
0xea,0x3a80
0xeb,0x3ac0
0xec,0x3b00
0xed,0x3b40
0xee,0x3b80
0xef,0x3bc0
0xf0,0x3c00
0xf1,0x3c40
0xf2,0x3c80
0xf3,0x3cc0
0xf4,0x3d00
0xf5,0x3d40
0xf6,0x3d80
0xf7,0x3dc0
0xf8,0x3e00
0xf9,0x3e40
0xfa,0x3e80
0xfb,0x3ec0
0xfc,0x3f00
0xfd,0x3f40
0xfe,0x3f80
0xff,0x3fc0
0x100,0x4000
0x101,0x4040
0x102,0x4080
0x103,0x40c0
0x104,0x4100
0x105,0x4140
0x106,0x4180
0x107,0x41c0
0x108,0x4200
0x109,0x4240
0x10a,0x4280
0x10b,0x42c0
0x10c,0x4300
0x10d,0x4340
0x10e,0x4380
0x10f,0x43c0
0x110,0x4400
0x111,0x4440
0x112,0x4480
0x113,0x44c0
0x114,0x4500
0x115,0x4540
0x116,0x4580
0x117,0x45c0
0x118,0x4600
0x119,0x4640
0x11a,0x4680
0x11b,0x46c0
0x11c,0x4700
0x11d,0x4740
0x11e,0x4780
0x11f,0x47c0
0x120,0x4800
0x121,0x4840
0x122,0x4880
0x123,0x48c0
0x124,0x4900
0x125,0x4940
0x126,0x4980
0x127,0x49c0
0x128,0x4a00
0x129,0x4a40
0x12a,0x4a80
0x12b,0x4ac0
0x12c,0x4b00
0x12d,0x4b40
0x12e,0x4b80
0x12f,0x4bc0
0x130,0x4c00
0x131,0x4c40
0x132,0x4c80
0x133,0x4cc0
0x134,0x4d00
0x135,0x4d40
0x136,0x4d80
0x137,0x4dc0
0x138,0x4e00
0x139,0x4e40
0x13a,0x4e80
0x13b,0x4ec0
0x13c,0x4f00
