5000,31.89
1e+04,414.6
1.5e+04,2442
2e+04,4108
2.5e+04,4262
3e+04,640.2
3.5e+04,-5.097
4e+04,435.3
4.5e+04,-5.224
5e+04,-7.754
5.5e+04,430.1
6e+04,904.4
6.5e+04,444.5
7e+04,418
7.5e+04,1985
8e+04,2215
8.5e+04,2937
9e+04,1535
9.5e+04,3559
1e+05,4323
1.05e+05,3845
1.1e+05,3556
1.15e+05,4053
1.2e+05,4241
1.25e+05,3809
1.3e+05,4473
1.35e+05,4247
1.4e+05,4442
1.45e+05,4055
1.5e+05,4223
1.55e+05,4405
1.6e+05,3552
1.65e+05,4465
1.7e+05,3971
1.75e+05,3906
1.8e+05,3808
1.85e+05,4495
1.9e+05,4293
1.95e+05,3649
2e+05,4508
2.05e+05,4407
2.1e+05,4462
2.15e+05,4468
2.2e+05,4476
2.25e+05,4237
2.3e+05,3792
2.35e+05,3567
2.4e+05,4428
2.45e+05,4441
2.5e+05,3827
2.55e+05,4540
2.6e+05,4455
2.65e+05,4396
2.7e+05,4493
2.75e+05,4498
2.8e+05,4260
2.85e+05,4479
2.9e+05,4192
2.95e+05,4428
3e+05,3611
3.05e+05,4499
3.1e+05,4058
3.15e+05,4005
3.2e+05,4513
3.25e+05,4055
3.3e+05,4019
3.35e+05,4510
3.4e+05,4479
3.45e+05,3770
3.5e+05,4066
3.55e+05,4201
3.6e+05,3590
3.65e+05,4270
3.7e+05,4428
3.75e+05,4275
3.8e+05,3847
3.85e+05,4466
3.9e+05,4248
3.95e+05,4223
4e+05,4477
4.05e+05,4450
4.1e+05,4535
4.15e+05,4451
4.2e+05,4467
4.25e+05,4243
4.3e+05,4352
4.35e+05,3999
4.4e+05,4067
4.45e+05,4515
4.5e+05,4451
4.55e+05,4234
4.6e+05,4290
4.65e+05,4479
4.7e+05,4499
4.75e+05,4452
4.8e+05,4523
4.85e+05,4441
4.9e+05,4243
4.95e+05,4310
5e+05,4445
