reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.01,26.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.025,26.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.05,26.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.1,26.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.15,26.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.2,26.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.25,26.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.3,26.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.35,26.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.4,26.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.45,26.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.5,26.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.55,26.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.6,26.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.65,26.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.7,26.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.75,26.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.8,26.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.85,26.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.9,26.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.95,26.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.975,26.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.99,26.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.01,0.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.025,0.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.05,0.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.1,0.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.15,0.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.2,0.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.25,0.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.3,0.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.35,0.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.4,0.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.45,0.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.5,0.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.55,0.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.6,0.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.65,0.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.7,0.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.75,0.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.8,0.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.85,0.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.9,0.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.95,0.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.975,0.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.99,0.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.01,15.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.025,15.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.05,15.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.1,15.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.15,15.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.2,15.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.25,15.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.3,15.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.35,15.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.4,15.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.45,15.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.5,15.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.55,15.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.6,15.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.65,15.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.7,15.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.75,15.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.8,15.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.85,15.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.9,15.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.95,15.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.975,15.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.99,15.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.01,12.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.025,12.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.05,12.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.1,12.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.15,12.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.2,12.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.25,12.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.3,12.0
2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.35,12.0
