5000,328
1e+04,503.9
1.5e+04,844.7
2e+04,25.67
2.5e+04,14.98
3e+04,20.22
3.5e+04,15.01
4e+04,17.22
4.5e+04,20.43
5e+04,28.26
5.5e+04,521.9
6e+04,616.6
6.5e+04,23.06
7e+04,1008
7.5e+04,1599
8e+04,1235
8.5e+04,21.42
9e+04,29.86
9.5e+04,18.63
1e+05,1206
1.05e+05,42.37
1.1e+05,226.1
1.15e+05,16.27
1.2e+05,75.2
1.25e+05,768.6
1.3e+05,66.16
1.35e+05,130.6
1.4e+05,499.9
1.45e+05,1036
1.5e+05,976.6
1.55e+05,18.86
1.6e+05,30.61
1.65e+05,30.01
1.7e+05,970.5
1.75e+05,1180
1.8e+05,1110
1.85e+05,944.4
1.9e+05,452.1
1.95e+05,1160
2e+05,48.6
2.05e+05,87.66
2.1e+05,91.89
2.15e+05,1270
2.2e+05,565
2.25e+05,115.9
2.3e+05,18.55
2.35e+05,24.58
2.4e+05,15.51
2.45e+05,189.3
2.5e+05,1377
2.55e+05,64.63
2.6e+05,40.41
2.65e+05,35.43
2.7e+05,24.37
2.75e+05,40.72
2.8e+05,20.84
2.85e+05,32.24
2.9e+05,1071
2.95e+05,26.57
3e+05,31.73
3.05e+05,1098
3.1e+05,718.1
3.15e+05,20.83
3.2e+05,306.6
3.25e+05,39.53
3.3e+05,1113
3.35e+05,33.86
3.4e+05,31.3
3.45e+05,17.82
3.5e+05,34.99
3.55e+05,33.55
3.6e+05,212.9
3.65e+05,186.2
3.7e+05,175.8
3.75e+05,26.74
3.8e+05,35.49
3.85e+05,18.58
3.9e+05,568.4
3.95e+05,36.33
4e+05,31.83
4.05e+05,110.3
4.1e+05,270.2
4.15e+05,60.87
4.2e+05,33
4.25e+05,84.56
4.3e+05,35.22
4.35e+05,27.14
4.4e+05,17.98
4.45e+05,30.29
4.5e+05,35.62
4.55e+05,36.33
4.6e+05,31.87
4.65e+05,20.78
4.7e+05,839.4
4.75e+05,29.73
4.8e+05,23.31
4.85e+05,35.81
4.9e+05,19.28
4.95e+05,19.79
5e+05,33.77
