5000,1122
1e+04,1546
1.5e+04,1412
2e+04,188
2.5e+04,6.114
3e+04,73.22
3.5e+04,344
4e+04,1220
4.5e+04,921.1
5e+04,555.7
5.5e+04,1306
6e+04,490.1
6.5e+04,589.3
7e+04,1487
7.5e+04,1291
8e+04,1054
8.5e+04,1171
9e+04,23.21
9.5e+04,209.8
1e+05,15.52
1.05e+05,1499
1.1e+05,1172
1.15e+05,1786
1.2e+05,21.6
1.25e+05,486.1
1.3e+05,428.3
1.35e+05,18.95
1.4e+05,952.9
1.45e+05,1176
1.5e+05,449.5
1.55e+05,1406
1.6e+05,77.72
1.65e+05,1455
1.7e+05,1403
1.75e+05,1376
1.8e+05,1378
1.85e+05,1174
1.9e+05,1462
1.95e+05,1298
2e+05,1594
2.05e+05,1236
2.1e+05,982.8
2.15e+05,1514
2.2e+05,1519
2.25e+05,1153
2.3e+05,1473
2.35e+05,1421
2.4e+05,1406
2.45e+05,1315
2.5e+05,1167
2.55e+05,1628
2.6e+05,1384
2.65e+05,1636
2.7e+05,1625
2.75e+05,1411
2.8e+05,1348
2.85e+05,1335
2.9e+05,998
2.95e+05,1438
3e+05,1347
3.05e+05,1097
3.1e+05,1320
3.15e+05,1155
3.2e+05,140.5
3.25e+05,561.8
3.3e+05,967.3
3.35e+05,1101
3.4e+05,1438
3.45e+05,1473
3.5e+05,1122
3.55e+05,1375
3.6e+05,652
3.65e+05,1363
3.7e+05,1030
3.75e+05,1240
3.8e+05,1410
3.85e+05,899.4
3.9e+05,1207
3.95e+05,1424
4e+05,155.3
4.05e+05,1418
4.1e+05,480
4.15e+05,891.5
4.2e+05,962.7
4.25e+05,1180
4.3e+05,1402
4.35e+05,1384
4.4e+05,1120
4.45e+05,1277
4.5e+05,1307
4.55e+05,1486
4.6e+05,1306
4.65e+05,1091
4.7e+05,1322
4.75e+05,1219
4.8e+05,1262
4.85e+05,1295
4.9e+05,1093
4.95e+05,1259
5e+05,1263
