5000,748.6
1e+04,819.4
1.5e+04,775
2e+04,917.4
2.5e+04,1076
3e+04,1064
3.5e+04,1690
4e+04,1221
4.5e+04,1401
5e+04,1376
5.5e+04,1214
6e+04,1851
6.5e+04,1362
7e+04,871.1
7.5e+04,1615
8e+04,1428
8.5e+04,1281
9e+04,1691
9.5e+04,1051
1e+05,1518
1.05e+05,1523
1.1e+05,1235
1.15e+05,1458
1.2e+05,1263
1.25e+05,1330
1.3e+05,1518
1.35e+05,1379
1.4e+05,1229
1.45e+05,1309
1.5e+05,1346
1.55e+05,1214
1.6e+05,1231
1.65e+05,1318
1.7e+05,1559
1.75e+05,1091
1.8e+05,992.7
1.85e+05,1339
1.9e+05,1712
1.95e+05,1346
2e+05,1241
2.05e+05,1269
2.1e+05,1258
2.15e+05,1287
2.2e+05,1320
2.25e+05,1254
2.3e+05,1395
2.35e+05,1158
2.4e+05,978.7
2.45e+05,1157
2.5e+05,1489
2.55e+05,1308
2.6e+05,1204
2.65e+05,1383
2.7e+05,1195
2.75e+05,1010
2.8e+05,1169
2.85e+05,1135
2.9e+05,1170
2.95e+05,1230
3e+05,1448
3.05e+05,1337
3.1e+05,1272
3.15e+05,1282
3.2e+05,1348
3.25e+05,1324
3.3e+05,1563
3.35e+05,1304
3.4e+05,1281
3.45e+05,1318
3.5e+05,1442
3.55e+05,1359
3.6e+05,1166
3.65e+05,1411
3.7e+05,1175
3.75e+05,1383
3.8e+05,1296
3.85e+05,1630
3.9e+05,1580
3.95e+05,1324
4e+05,1344
4.05e+05,1397
4.1e+05,1379
4.15e+05,1166
4.2e+05,1247
4.25e+05,1299
4.3e+05,1352
4.35e+05,1621
4.4e+05,1127
4.45e+05,1411
4.5e+05,1129
4.55e+05,1208
4.6e+05,1046
4.65e+05,1239
4.7e+05,1156
4.75e+05,1231
4.8e+05,1309
4.85e+05,1419
4.9e+05,1510
4.95e+05,1300
5e+05,1367
