-1.7399,-1.12943,-0.597481,-1.74429,-1.74012
-1.72004,-1.10271,-0.574898,-1.72438,-1.72024
-1.72456,-1.73163,-1.71056,-1.72645,-1.72342
-1.73541,-1.74277,-1.72285,-1.73821,-1.73552
1.74012,1.74444,1.72301,1.74015,1.73993
1.72024,1.72465,1.70237,1.7204,1.72008
1.72343,1.10268,0.586638,1.72477,1.72469
1.73552,1.1276,0.596552,1.73572,1.73554
-1.74012,-1.74444,-1.72301,-1.74015,-1.73993
-1.72024,-1.72465,-1.70237,-1.7204,-1.72008
-1.72343,-1.10268,-0.586638,-1.72477,-1.72469
-1.73552,-1.1276,-0.596552,-1.73572,-1.73554
1.7399,1.12943,0.597481,1.74429,1.74012
1.72004,1.10271,0.574898,1.72438,1.72024
1.72456,1.73163,1.71056,1.72645,1.72342
1.73543,1.74277,1.72285,1.73821,1.73552
0.387263,0,0,0,0
0.387263,0,0,0,0
