-1.74697,-0.650698,-1.21477,-1.00291,-1.10369
-1.74589,-0.667643,-1.18872,-1.01959,-1.12895
-1.74626,-0.650655,-1.21466,-1.00342,-1.1024
-1.7454,-0.667769,-1.18879,-1.02009,-1.1275
1.76107,0.702891,1.17894,1.00092,1.10389
1.75887,0.676211,1.20804,0.98953,1.08468
1.76051,0.702982,1.17902,1.00151,1.1025
1.75826,0.676284,1.20799,0.990069,1.08333
-1.74697,-0.650698,-1.21477,-1.00291,-1.10369
-1.74589,-0.667643,-1.18872,-1.01959,-1.12895
-1.74626,-0.650655,-1.21466,-1.00342,-1.1024
-1.7454,-0.667769,-1.18879,-1.02009,-1.1275
1.76107,0.702891,1.17894,1.00092,1.10389
1.75887,0.676211,1.20804,0.98953,1.08468
1.76051,0.702982,1.17902,1.00151,1.1025
1.75826,0.676284,1.20799,0.990069,1.08333
0.649867,0,0,0,0
0.649867,0,0,0,0
