-1.92538,-0.659766,-1.2837,-1.04848,-1.17454
-1.97579,-0.660671,-1.30912,-1.08151,-1.2134
-1.90918,-0.64297,-1.29043,-1.04092,-1.16215
-1.96051,-0.649316,-1.30302,-1.07337,-1.20098
1.97729,0.720029,1.28297,1.07044,1.18853
1.92382,0.708502,1.2588,1.04036,1.15421
1.96357,0.706425,1.27719,1.0615,1.17539
1.90876,0.689288,1.26723,1.03239,1.14184
-1.92538,-0.659766,-1.2837,-1.04848,-1.17454
-1.97579,-0.660671,-1.30912,-1.08151,-1.2134
-1.90918,-0.64297,-1.29043,-1.04092,-1.16215
-1.96051,-0.649316,-1.30302,-1.07337,-1.20098
1.97729,0.720029,1.28297,1.07044,1.18853
1.92382,0.708502,1.2588,1.04036,1.15421
1.96357,0.706425,1.27719,1.0615,1.17539
1.90876,0.689288,1.26723,1.03239,1.14184
0.649867,0,0,0,0
0.649867,0,0,0,0
