-1.46231,-0.856065,-1.00248,-1.15485,-1.47656
-1.45508,-0.851303,-1.01339,-1.14712,-1.46972
-1.46762,-1.8248,-1.74564,-1.11666,-1.45154
-1.47846,-1.83383,-1.75723,-1.12943,-1.46266
1.47571,1.81879,1.72764,1.13501,1.46246
1.46888,1.81268,1.71981,1.1262,1.45513
1.45159,0.848805,1.02541,1.13389,1.4677
1.46291,0.854152,1.01246,1.14644,1.47859
-1.47571,-1.81879,-1.72764,-1.13501,-1.46246
-1.46888,-1.81268,-1.71981,-1.1262,-1.45513
-1.45159,-0.848805,-1.02541,-1.13389,-1.4677
-1.46291,-0.854152,-1.01246,-1.14644,-1.47859
1.46231,0.856065,1.00248,1.15485,1.47656
1.45508,0.851303,1.01339,1.14712,1.46972
1.46762,1.8248,1.74564,1.11666,1.45154
1.47846,1.83383,1.75723,1.12943,1.46266
1.0862,0,0,0,0
1.0862,0,0,0,0
