-1.45463,-0.850534,-0.997036,-1.14742,-1.46597
-1.44722,-0.845544,-1.00833,-1.13788,-1.45916
-1.56187,-1.93841,-1.90876,-1.16307,-1.56509
-1.75392,-2.14504,-2.08152,-1.35116,-1.76759
1.63712,1.99113,1.96505,1.24312,1.65198
1.71804,2.11422,2.00462,1.33133,1.73006
1.4438,0.843324,1.0179,1.12509,1.45765
1.45514,0.848327,1.00706,1.13923,1.46861
-1.71545,-2.10774,-2.01275,-1.33216,-1.72513
-1.63712,-1.99443,-1.95421,-1.23999,-1.65348
-1.44369,-0.842895,-1.02007,-1.12668,-1.45771
-1.45513,-0.848545,-1.00515,-1.13769,-1.46857
1.45449,0.850469,0.996911,1.1455,1.46602
1.44738,0.845748,1.00792,1.13932,1.459
1.7435,2.13392,2.08084,1.33939,1.75633
1.57468,1.95198,1.91221,1.17675,1.5797
1.0862,0,0,0,0
1.0862,0,0,0,0
