-2.0944,-2.09492,-2.09227,-2.09535,-2.09472
-2.09439,-2.09492,-2.09226,-2.09533,-2.09468
-2.09439,-2.09491,-2.09227,-2.09535,-2.09472
-2.0944,-2.09492,-2.09226,-2.09532,-2.09467
2.09439,2.09492,2.09226,2.09533,2.09468
2.0944,2.09491,2.09227,2.09535,2.09472
2.0944,2.09492,2.09226,2.09532,2.09467
2.09439,2.09491,2.09227,2.09535,2.09472
-2.0944,-2.09492,-2.09227,-2.09535,-2.09472
-2.09439,-2.09492,-2.09226,-2.09533,-2.09468
-2.09439,-2.09491,-2.09227,-2.09535,-2.09472
-2.0944,-2.09492,-2.09226,-2.09532,-2.09467
2.09439,2.09492,2.09226,2.09533,2.09468
2.0944,2.09491,2.09227,2.09535,2.09472
2.0944,2.09492,2.09226,2.09532,2.09467
2.09439,2.09491,2.09227,2.09535,2.09472
0.3,0,0,0,0
0.3,0,0,0,0
