,GameScoreAverage,GameScoreNormalized,game,seed
0,175.10000610351562,0.21775612235069275,bankheist,0
1,4683.0,0.6712015271186829,timepilot,1
2,1481.0,0.18162581324577332,alien,2
3,1412.22998046875,1.6411737203598022,enduro,3
4,8428.2001953125,6.398313999176025,krull,4
5,4628.0,0.5803734064102173,choppercommand,5
6,14476.5,1.0768558979034424,qbert,6
7,36148.3203125,2.0459885597229004,videopinball,7
8,-3.259999990463257,0.03378703445196152,pitfall,8
9,0.0,0.0,venture,9
10,11583.2998046875,0.3542453944683075,hero,10
11,12375.0,0.5390429496765137,kungfumaster,11
12,-19.940000534057617,0.24903225898742676,tennis,12
13,3506.0,1.5074481964111328,gopher,13
14,12776.0,1.8211301565170288,namethisgame,14
15,1425.0,0.20546148717403412,wizardofwor,15
16,6175.0,0.6719871163368225,zaxxon,16
17,1483.5,0.016378970816731453,asteroids,17
18,20208.0,3.000462770462036,phoenix,18
19,100.87999725341797,0.5728552937507629,tutankham,19
20,178.89999389648438,0.02663075365126133,frostbite,20
21,2416.0,0.05591347813606262,seaquest,21
22,38109.0,4.863407135009766,roadrunner,22
23,4294.93994140625,0.2373443841934204,beamrider,23
24,10162.0,0.5591748952865601,riverraid,24
25,-20.18000030517578,-0.7181817889213562,doubledunk,25
26,496.79998779296875,-0.06667929142713547,solaris,26
27,30370.0,0.8042495250701904,battlezone,27
28,67209.6484375,36.867088317871094,demonattack,28
29,486477.0,29.27581024169922,atlantis,29
30,-29912.330078125,-1.0041555166244507,skiing,30
31,11443.0,1.3544669151306152,asterix,31
32,3770.330078125,6.828194618225098,assault,32
33,1051.0999755859375,0.3699684739112854,berzerk,33
34,3199.0,1.0549782514572144,kangaroo,34
35,25.510000228881836,0.8618243336677551,freeway,35
36,9593.98046875,0.12627379596233368,yarsrevenge,36
37,97705.5,8.7073335647583,upndown,37
38,753.7999877929688,0.398369163274765,spaceinvaders,38
39,30.0,0.05014535039663315,bowling,39
40,1812.0,6.512052536010742,jamesbond,40
41,3.140000104904175,1.7894339561462402,fishingderby,41
42,9709.6103515625,0.7675431370735168,centipede,42
43,-0.6899999976158142,0.8685950636863708,icehockey,43
