,seed,game,GameScoreAverage,GameScoreNormalized
0,4974,alien,1137.800048828125,0.13188597559928894
1,4975,alien,831.5999755859375,0.08750851452350616
2,4976,alien,1165.0999755859375,0.13584254682064056
3,4977,alien,783.7999877929688,0.08058087527751923
4,4978,alien,1143.699951171875,0.1327410489320755
5,4979,alien,845.0,0.08945057541131973
6,4980,alien,1346.300048828125,0.1621038019657135
7,4981,alien,1298.800048828125,0.1552196443080902
8,4982,alien,1038.5999755859375,0.11750894784927368
9,4983,alien,917.0999755859375,0.09989999979734421
10,4984,alien,1170.0,0.13655270636081696
11,4985,alien,1087.4000244140625,0.12458151578903198
12,4986,alien,1421.199951171875,0.17295902967453003
13,4987,alien,1199.0,0.14075566828250885
14,4988,amidar,197.47000122070312,0.1118457168340683
15,4989,amidar,222.2899932861328,0.1263289898633957
16,4990,amidar,402.6499938964844,0.23157495260238647
17,4991,amidar,210.00999450683594,0.11916321516036987
18,4992,amidar,389.0899963378906,0.22366225719451904
19,4993,amidar,320.6700134277344,0.18373695015907288
20,4994,amidar,238.67999267578125,0.1358930915594101
21,4995,amidar,175.25,0.0988796204328537
22,4996,amidar,137.24000549316406,0.07669954001903534
23,4997,amidar,179.97999572753906,0.10163972526788712
24,4998,amidar,256.010009765625,0.14600571990013123
25,4999,amidar,238.24000549316406,0.1356363445520401
26,5000,amidar,247.44000244140625,0.14100484549999237
27,5001,amidar,253.07000732421875,0.14429013431072235
28,5002,assault,1139.8299560546875,1.7656466960906982
29,5003,assault,1010.760009765625,1.5172439813613892
30,5004,assault,1958.8900146484375,3.3419744968414307
31,5005,assault,974.0999755859375,1.4466897249221802
32,5006,assault,842.02001953125,1.19249427318573
33,5007,assault,1270.280029296875,2.016705274581909
34,5008,assault,1072.97998046875,1.636989951133728
35,5009,assault,1088.9599609375,1.6677443981170654
36,5010,assault,1149.6600341796875,1.7845650911331177
37,5011,assault,837.4600219726562,1.183718204498291
38,5012,assault,1214.8900146484375,1.9101039171218872
39,5013,assault,935.0999755859375,1.3716319799423218
40,5014,assault,1070.5999755859375,1.6324095726013184
41,5015,assault,1193.4200439453125,1.868783712387085
42,5016,asterix,868.0,0.07934115827083588
43,5017,asterix,994.0,0.09453414380550385
44,5018,asterix,826.0,0.07427682727575302
45,5019,asterix,1032.0,0.09911615401506424
46,5020,asterix,1036.5,0.09965875744819641
47,5021,asterix,1179.5,0.11690159887075424
48,5022,asterix,1461.0,0.15084466338157654
49,5023,asterix,1066.0,0.10321585088968277
50,5024,asterix,786.0,0.0694536566734314
51,5025,asterix,963.0,0.09079618752002716
52,5026,asterix,860.5,0.07843680679798126
53,5027,asterix,965.5,0.0910976305603981
54,5028,asterix,877.0,0.08042636513710022
55,5029,asterix,725.5,0.06215861067175865
56,5030,asteroids,901.5,0.003908325918018818
57,5031,asteroids,1031.5,0.006693865172564983
58,5032,asteroids,987.2000122070312,0.005744638852775097
59,5033,asteroids,1126.0999755859375,0.0087208803743124
60,5034,asteroids,720.0999755859375,2.142722405551467e-05
61,5035,asteroids,1013.4000244140625,0.006306032184511423
62,5036,asteroids,1119.800048828125,0.008585888892412186
63,5037,asteroids,1004.5,0.006115329917520285
64,5038,asteroids,851.4000244140625,0.002834821818396449
65,5039,asteroids,803.2999877929688,0.0018041722942143679
66,5040,asteroids,1048.300048828125,0.007053842302411795
67,5041,asteroids,1149.199951171875,0.009215849451720715
68,5042,asteroids,824.7999877929688,0.0022648575250059366
69,5043,asteroids,994.2999877929688,0.0058967722579836845
70,5044,atlantis,42665.0,1.8429234027862549
71,5045,atlantis,40444.0,1.705639123916626
72,5046,atlantis,51694.0,2.4010236263275146
73,5047,atlantis,18174.0,0.3290868401527405
74,5048,atlantis,46117.0,2.05629825592041
75,5049,atlantis,53209.0,2.49466872215271
76,5050,atlantis,71699.0,3.6375718116760254
77,5051,atlantis,59601.0,2.889770746231079
78,5052,atlantis,91113.0,4.837589263916016
