,GameScoreAverage,GameScoreNormalized,game,seed
0,43.70000076293945,0.03992421180009842,bankheist,0
1,2979.0,-0.3545629680156708,timepilot,1
2,1200.0,0.1409005969762802,alien,2
3,906.6599731445312,1.0536432266235352,enduro,3
4,8227.7998046875,6.210585594177246,krull,4
5,1686.0,0.13304342329502106,choppercommand,5
6,3198.0,0.22828057408332825,qbert,6
7,28983.080078125,1.640437126159668,videopinball,7
8,-18.350000381469727,0.03153247386217117,pitfall,8
9,0.0,0.0,venture,9
10,8359.2001953125,0.24605193734169006,hero,10
11,24042.0,1.0580884218215942,kungfumaster,11
12,0.0,1.5354838371276855,tennis,12
13,851.2000122070312,0.2754652202129364,gopher,13
14,7004.2998046875,0.8185244798660278,namethisgame,14
15,843.0,0.06665872037410736,wizardofwor,15
16,3179.0,0.3442258834838867,zaxxon,16
17,1273.800048828125,0.011885681189596653,asteroids,17
18,5039.89990234375,0.6601400971412659,phoenix,18
19,101.19999694824219,0.5749039649963379,tutankham,19
20,343.79998779296875,0.06525354087352753,frostbite,20
21,839.7999877929688,0.018372660502791405,seaquest,21
22,24146.0,3.080934524536133,roadrunner,22
23,5530.68017578125,0.31195464730262756,beamrider,23
24,3834.5,0.15817992389202118,riverraid,24
25,-17.299999237060547,0.5909090638160706,doubledunk,25
26,1225.800048828125,-0.0009467647760175169,solaris,26
27,13000.0,0.3055056929588318,battlezone,27
28,8977.650390625,4.852136135101318,demonattack,28
29,39506.0,1.6476595401763916,atlantis,29
30,-29906.1796875,-1.0036736726760864,skiing,30
31,2325.5,0.25508543848991394,asterix,31
32,2156.1201171875,3.72155499458313,assault,32
33,837.0999755859375,0.2845972776412964,berzerk,33
34,1224.0,0.3928930461406708,kangaroo,34
35,23.399999618530273,0.7905405163764954,freeway,35
36,8391.9697265625,0.10292653739452362,yarsrevenge,36
37,8137.10009765625,0.6813473105430603,upndown,37
38,654.2000122070312,0.33287301659584045,spaceinvaders,38
39,28.020000457763672,0.035755813121795654,bowling,39
40,559.0,1.9357194900512695,jamesbond,40
41,-66.69999694824219,0.4716981053352356,fishingderby,41
42,6758.0400390625,0.470188707113266,centipede,42
43,-2.5999999046325684,0.71074378490448,icehockey,43
44,16.700000762939453,1.4948453903198242,robotank,44
45,154.92999267578125,5.320486068725586,breakout,45
46,12.619999885559082,0.9439093470573425,pong,46
47,1753.800048828125,0.2177053987979889,mspacman,47
48,100.0,0.001079854555428028,privateeye,48
49,28091.0,0.6910682916641235,crazyclimber,49
50,209.0399932861328,0.11859718710184097,amidar,50
51,79.0,6.574999809265137,boxing,51
52,0.0,0.0,montezumarevenge,52
53,174.5,0.0004719355783890933,gravitar,53
54,5605.0,0.5154391527175903,stargunner,54
55,815.7000122070312,1.084720492362976,bankheist,55
56,3211.0,-0.21490488946437836,timepilot,56
57,1138.699951171875,0.1320164054632187,alien,57
58,585.1699829101562,0.680034875869751,enduro,58
59,7405.7001953125,5.4404683113098145,krull,59
60,2877.0,0.31413453817367554,choppercommand,60
61,774.75,0.04595932736992836,qbert,61
62,17854.310546875,1.0105507373809814,videopinball,62
63,0.0,0.03427410498261452,pitfall,63
64,0.0,0.0,venture,64
65,3166.25,0.07178835570812225,hero,65
66,20641.0,0.9067835807800293,kungfumaster,66
67,-12.460000038146973,0.7316129207611084,tennis,67
68,1400.5999755859375,0.5304190516471863,gopher,68
69,6288.60009765625,0.694199800491333,namethisgame,69
70,756.0,0.04590984806418419,wizardofwor,70
71,1542.0,0.16513872146606445,zaxxon,71
72,991.9000244140625,0.005845346953719854,asteroids,72
73,5163.89990234375,0.6792723536491394,phoenix,73
74,99.51000213623047,0.564084529876709,tutankham,74
75,213.8000030517578,0.03480501100420952,frostbite,75
76,553.5999755859375,0.011556150391697884,seaquest,76
77,14010.0,1.7870045900344849,roadrunner,77
78,4259.93994140625,0.2352311909198761,beamrider,78
79,3400.800048828125,0.1306948959827423,riverraid,79
80,-19.780000686645508,-0.5363636612892151,doubledunk,80
81,348.0,-0.0800962969660759,solaris,81
82,13250.0,0.31268393993377686,battlezone,82
83,8140.9501953125,4.392132759094238,demonattack,83
84,33095.0,1.2513830661773682,atlantis,84
85,-29904.130859375,-1.003512978553772,skiing,85
86,2106.0,0.22861827909946442,asterix,86
87,1113.7900390625,1.7155312299728394,assault,87
88,677.9000244140625,0.2210874855518341,berzerk,88
89,6223.0,2.068722724914551,kangaroo,89
90,23.65999984741211,0.7993243336677551,freeway,90
91,6157.419921875,0.05952373519539833,yarsrevenge,91
92,16257.5,1.4089947938919067,upndown,92
93,664.8499755859375,0.3398763835430145,spaceinvaders,93
94,29.920000076293945,0.049563951790332794,bowling,94
95,407.5,1.38239586353302,jamesbond,95
96,-46.380001068115234,0.855094313621521,fishingderby,96
97,6033.39990234375,0.39718520641326904,centipede,97
98,-4.170000076293945,0.5809917449951172,icehockey,98
99,17.18000030517578,1.5443298816680908,robotank,99
100,167.25,5.748263835906982,breakout,100
101,5.590000152587891,0.744759202003479,pong,101
102,2417.39990234375,0.3175804913043976,mspacman,102
103,100.0,0.001079854555428028,privateeye,103
104,20358.0,0.3823521137237549,crazyclimber,104
105,219.94000244140625,0.12495769560337067,amidar,105
106,55.279998779296875,4.598333358764648,boxing,106
107,0.0,0.0,montezumarevenge,107
