,seed,game,GameScoreAverage,GameScoreNormalized
0,41172,alien,1195.300048828125,0.14021942019462585
1,41173,amidar,120.12000274658203,0.06670945882797241
2,41174,assault,1495.25,2.4496729373931885
3,41175,asterix,6676.0,0.7796655297279358
4,41176,asteroids,1432.5999755859375,0.015288325026631355
5,41177,atlantis,82155.0,4.283877372741699
6,41178,bankheist,807.9000244140625,1.0741642713546753
7,41179,battlezone,16600.0,0.4088723063468933
8,41180,beamrider,11449.080078125,0.6692898273468018
9,41181,berzerk,795.9000244140625,0.2681613266468048
10,41182,berzerk,691.0999755859375,0.22635337710380554
11,41183,bowling,30.0,0.05014535039663315
12,41184,boxing,63.279998779296875,5.264999866485596
13,41185,breakout,417.42999267578125,14.43506908416748
14,41186,centipede,7025.14990234375,0.49709856510162354
15,41187,choppercommand,895.0,0.012772168964147568
16,41188,crazyclimber,61386.0,2.020268440246582
17,41189,demonattack,10685.099609375,5.790862560272217
18,41190,doubledunk,-16.65999984741211,0.8818181753158569
19,41191,enduro,857.1900024414062,0.9961534142494202
20,41192,fishingderby,-55.20000076293945,0.6886792182922363
21,41193,freeway,23.700000762939453,0.8006756901741028
22,41194,frostbite,2112.199951171875,0.47944724559783936
23,41195,gopher,648.5999755859375,0.18144693970680237
24,41196,gravitar,266.0,0.029260005801916122
25,41197,hero,8298.400390625,0.24401162564754486
26,41198,icehockey,-9.079999923706055,0.17520661652088165
27,41199,jamesbond,423.0,1.4390065670013428
28,41200,kangaroo,11918.0,3.977874517440796
29,41201,krull,8423.900390625,6.394285678863525
30,41202,kungfumaster,10537.0,0.4572733938694
31,41203,montezumarevenge,0.0,0.0
32,41204,mspacman,1423.800048828125,0.1680387705564499
33,41205,namethisgame,8773.7001953125,1.1258881092071533
34,41206,phoenix,5304.10009765625,0.700904130935669
35,41207,pitfall,-2.859999895095825,0.03384679928421974
36,41208,pong,15.350000381469727,1.0212464332580566
37,41209,privateeye,0.0,-0.00035803436185233295
38,41210,qbert,8325.0,0.6140274405479431
39,41211,riverraid,7160.0,0.36892804503440857
40,41212,roadrunner,28659.0,3.6570498943328857
41,41213,robotank,22.940000534057617,2.1381442546844482
42,41214,seaquest,1825.0999755859375,0.0418398380279541
43,41215,skiing,-29901.390625,-1.003298282623291
44,41216,solaris,654.5999755859375,-0.052450768649578094
45,41217,spaceinvaders,688.2999877929688,0.35529690980911255
46,41218,stargunner,45351.0,4.661694049835205
47,41219,tennis,-0.15000000596046448,1.5258064270019531
48,41220,timepilot,4022.0,0.27329641580581665
49,41221,tutankham,134.17999267578125,0.7860435247421265
50,41222,upndown,7809.39990234375,0.6519830226898193
51,41223,venture,0.0,0.0
52,41224,videopinball,31237.69921875,1.7680482864379883
53,41225,wizardofwor,679.0,0.027545910328626633
54,41226,yarsrevenge,8671.6796875,0.10835949331521988
55,41227,zaxxon,1057.0,0.11207990348339081
56,41228,alien,1258.4000244140625,0.14936448633670807
57,41229,amidar,135.74000549316406,0.07582423835992813
58,41230,assault,1472.3299560546875,2.405561923980713
59,41231,asterix,8246.5,0.969035267829895
60,41232,asteroids,1467.800048828125,0.016042562201619148
61,41233,atlantis,38642.0,1.5942540168762207
62,41234,bankheist,750.2999877929688,0.9962105751037598
63,41235,battlezone,27840.0,0.7316057682037354
64,41236,beamrider,7882.919921875,0.4539758265018463
65,41237,berzerk,688.5999755859375,0.22535604238510132
66,41238,berzerk,757.0999755859375,0.25268280506134033
67,41239,bowling,30.0,0.05014535039663315
68,41240,boxing,52.689998626708984,4.382500171661377
69,41241,breakout,336.5299987792969,11.626041412353516
70,41242,centipede,5366.25,0.3299735188484192
71,41243,choppercommand,2380.0,0.2385658621788025
72,41244,crazyclimber,59565.0,1.947570562362671
73,41245,demonattack,15995.7998046875,8.710594177246094
74,41246,doubledunk,-11.100000381469727,3.409090995788574
75,41247,enduro,271.989990234375,0.3160836696624756
76,41248,fishingderby,-56.81999969482422,0.6581131815910339
77,41249,freeway,23.559999465942383,0.795945942401886
78,41250,frostbite,3358.699951171875,0.7714018225669861
79,41251,gopher,2403.0,0.9955914616584778
80,41252,gravitar,260.5,0.027529574930667877
81,41253,hero,8077.4501953125,0.23659704625606537
82,41254,icehockey,-2.690000057220459,0.7033057808876038
83,41255,jamesbond,588.0,2.0416362285614014
84,41256,kangaroo,2117.0,0.6922560930252075
85,41257,krull,6587.0,4.67353630065918
86,41258,kungfumaster,25945.0,1.1427497863769531
87,41259,montezumarevenge,0.0,0.0
88,41260,mspacman,2573.5,0.3410743176937103
89,41261,namethisgame,8543.5,1.0858999490737915
90,41262,phoenix,5644.89990234375,0.7534869909286499
91,41263,pitfall,-62.7400016784668,0.024900270625948906
92,41264,pong,-5.289999961853027,0.43654391169548035
93,41265,privateeye,100.0,0.001079854555428028
94,41266,qbert,7216.0,0.5305881500244141
95,41267,riverraid,3876.10009765625,0.1608162522315979
96,41268,roadrunner,25400.0,3.241016149520874
97,41269,robotank,17.489999771118164,1.5762887001037598
98,41270,seaquest,904.5999755859375,0.019916020333766937
99,41271,skiing,-29898.5703125,-1.0030772686004639
100,41272,solaris,692.5999755859375,-0.04902438074350357
101,41273,spaceinvaders,628.1500244140625,0.31574276089668274
102,41274,stargunner,34439.0,3.523367404937744
103,41275,tennis,-1.9700000286102295,1.4083870649337769
104,41276,timepilot,1074.0,-1.5013242959976196
105,41277,tutankham,101.4000015258789,0.5761843919754028
106,41278,upndown,6795.0,0.5610853433609009
