,GameScoreAverage,GameScoreNormalized,game,seed
0,197.5,0.24807146191596985,bankheist,0
1,8196.0,2.785937786102295,timepilot,1
2,2120.0,0.2742358446121216,alien,2
3,1931.77001953125,2.244939088821411,enduro,3
4,5541.2001953125,3.693864107131958,krull,4
5,15443.0,2.224790096282959,choppercommand,5
6,14393.75,1.0706299543380737,qbert,6
7,139201.9375,7.878805160522461,videopinball,7
8,-12.210000038146973,0.032449837774038315,pitfall,8
9,0.0,0.0,venture,9
10,13157.25,0.4070635735988617,hero,10
11,23625.0,1.0395368337631226,kungfumaster,11
12,0.9300000071525574,1.5954838991165161,tennis,12
13,4503.39990234375,1.9703001976013184,gopher,13
14,19262.099609375,2.9478347301483154,namethisgame,14
15,2757.0,0.5231338143348694,wizardofwor,15
16,8712.0,0.9495339393615723,zaxxon,16
17,2285.10009765625,0.033555034548044205,asteroids,17
18,114703.0,17.580324172973633,phoenix,18
19,135.80999755859375,0.7964788675308228,tutankham,19
20,2308.89990234375,0.5255182385444641,frostbite,20
21,5478.5,0.1288539320230484,seaquest,21
22,37671.0,4.807493686676025,roadrunner,22
23,25356.48046875,1.5089768171310425,beamrider,23
24,15778.7998046875,0.9151303768157959,riverraid,24
25,-11.9399995803833,3.0272727012634277,doubledunk,25
26,948.0,-0.02599545568227768,solaris,26
27,33160.0,0.8843586444854736,battlezone,27
28,125234.296875,68.7680435180664,demonattack,28
29,380531.0,22.727081298828125,atlantis,29
30,-9691.9501953125,0.5803647041320801,skiing,30
31,191859.5,23.10895538330078,asterix,31
32,3288.860107421875,5.901577949523926,assault,32
33,1904.9000244140625,0.7105756402015686,berzerk,33
34,4152.0,1.374455213546753,kangaroo,34
35,25.15999984741211,0.8500000238418579,freeway,35
36,9661.8701171875,0.12759245932102203,yarsrevenge,36
37,70893.5,6.304781436920166,upndown,37
38,1151.0,0.6595646739006042,spaceinvaders,38
39,29.940000534057617,0.04970930144190788,bowling,39
40,2381.5,8.59203815460205,jamesbond,40
41,25.079999923706055,2.2033963203430176,fishingderby,41
42,14221.4404296875,1.2220852375030518,centipede,42
43,0.9200000166893005,1.0016528367996216,icehockey,43
44,35.61000061035156,3.4443299770355225,robotank,44
45,401.45001220703125,13.880208015441895,breakout,45
46,18.56999969482422,1.1124645471572876,pong,46
47,3040.60009765625,0.41137516498565674,mspacman,47
48,0.0,-0.00035803436185233295,privateeye,48
49,107549.0,3.8631834983825684,crazyclimber,49
50,393.760009765625,0.22638735175132751,amidar,50
51,95.62000274658203,7.960000038146973,boxing,51
52,0.0,0.0,montezumarevenge,52
53,443.0,0.08494839817285538,gravitar,53
54,71181.0,7.35624885559082,stargunner,54
55,1050.300048828125,1.402219533920288,bankheist,55
56,8036.0,2.689621925354004,timepilot,56
57,2730.60009765625,0.36272990703582764,alien,57
58,1790.699951171875,2.0809993743896484,enduro,58
59,8970.900390625,6.906697750091553,krull,59
60,32313.0,4.789867401123047,choppercommand,60
61,18195.0,1.3566296100616455,qbert,61
62,77898.96875,4.409067630767822,videopinball,62
63,0.0,0.03427410498261452,pitfall,63
64,0.0,0.0,venture,64
65,12368.0,0.3805781304836273,hero,65
66,14382.0,0.6283310651779175,kungfumaster,66
67,-15.569999694824219,0.5309677124023438,tennis,67
68,3350.39990234375,1.435240626335144,gopher,68
69,13910.7998046875,2.018256902694702,namethisgame,69
70,857.0,0.06999761611223221,wizardofwor,70
71,8109.0,0.8835659623146057,zaxxon,71
72,2082.60009765625,0.029216021299362183,asteroids,72
73,48545.30078125,7.3726935386657715,phoenix,73
74,111.83999633789062,0.6430217623710632,tutankham,74
75,739.7000122070312,0.1579810231924057,frostbite,75
76,3531.800048828125,0.08248881250619888,seaquest,76
77,32181.0,4.1066575050354,roadrunner,77
78,24430.619140625,1.4530762434005737,beamrider,78
79,14655.7998046875,0.8439620733261108,riverraid,79
80,-14.6899995803833,1.7772727012634277,doubledunk,80
81,562.0,-0.06080033257603645,solaris,81
82,34660.0,0.9274280667304993,battlezone,82
83,102814.3515625,56.44194412231445,demonattack,83
84,947665.0,57.78274154663086,atlantis,84
85,-9237.599609375,0.6159687042236328,skiing,85
86,46349.5,5.563467025756836,asterix,86
87,5798.919921875,10.732332229614258,assault,87
88,721.2000122070312,0.238361194729805,berzerk,88
89,11112.0,3.707676887512207,kangaroo,89
90,25.75,0.8699324131011963,freeway,90
91,8526.330078125,0.10553628206253052,yarsrevenge,91
92,73280.203125,6.518647193908691,upndown,92
93,1096.5999755859375,0.6237916946411133,spaceinvaders,93
94,29.979999542236328,0.05000000074505806,bowling,94
95,1464.0,5.24105167388916,jamesbond,95
96,22.0,2.1452829837799072,fishingderby,96
97,12848.0,1.0837186574935913,centipede,97
98,7.079999923706055,1.5107438564300537,icehockey,98
99,37.720001220703125,3.661855697631836,robotank,99
100,441.9700012207031,15.287153244018555,breakout,100
101,12.880000114440918,0.9512748122215271,pong,101
102,2637.10009765625,0.35064640641212463,mspacman,102
103,0.0,-0.00035803436185233295,privateeye,103
104,21825.0,0.4409175515174866,crazyclimber,104
105,294.8900146484375,0.16869346797466278,amidar,105
106,92.20999908447266,7.675833225250244,boxing,106
107,0.0,0.0,montezumarevenge,107
108,606.5,0.1363893747329712,gravitar,108
109,133768.0,13.885249137878418,stargunner,109
110,1013.7999877929688,1.352821707725525,bankheist,110
111,7112.0,2.1333975791931152,timepilot,111
112,2278.89990234375,0.2972651720046997,alien,112
113,1738.8900146484375,2.0207903385162354,enduro,113
114,7728.10009765625,5.742482662200928,krull,114
115,20398.0,2.978196144104004,choppercommand,115
116,13476.0,1.001579999923706,qbert,116
117,72220.109375,4.087645530700684,videopinball,117
118,0.0,0.03427410498261452,pitfall,118
119,0.0,0.0,venture,119
120,9176.849609375,0.27349039912223816,hero,120
121,23294.0,1.0248111486434937,kungfumaster,121
122,-1.2000000476837158,1.4580645561218262,tennis,122
123,3167.60009765625,1.3504106998443604,gopher,123
124,15110.599609375,2.226675033569336,namethisgame,124
125,4380.0,0.9102075099945068,wizardofwor,125
126,3696.0,0.4007854759693146,zaxxon,126
127,1329.5,0.013079177588224411,asteroids,127
128,5085.39990234375,0.6671603918075562,phoenix,128
129,75.47000122070312,0.4101792573928833,tutankham,129
130,3252.5,0.7465276718139648,frostbite,130
131,2642.800048828125,0.06131523847579956,seaquest,131
132,40227.0,5.133784294128418,roadrunner,132
133,23021.619140625,1.3680050373077393,beamrider,133
134,18217.400390625,1.069672703742981,riverraid,134
135,-15.199999809265137,1.545454502105713,doubledunk,135
136,115.0,-0.1011054590344429,solaris,136
137,30940.0,0.8206158876419067,battlezone,137
138,132078.703125,72.5309829711914,demonattack,138
139,826613.0,50.3002815246582,atlantis,139
140,-29897.259765625,-1.0029746294021606,skiing,140
141,82281.5,9.89612102508545,asterix,141
142,4684.10986328125,8.586816787719727,assault,142
143,840.9000244140625,0.2861132025718689,berzerk,143
144,9308.0,3.1029164791107178,kangaroo,144
145,27.18000030517578,0.9182432293891907,freeway,145
146,13185.169921875,0.19602730870246887,yarsrevenge,146
147,94221.203125,8.39511489868164,upndown,147
148,1707.050048828125,1.0252186059951782,spaceinvaders,148
149,30.0,0.05014535039663315,bowling,149
150,1053.0,3.7399561405181885,jamesbond,150
151,27.420000076293945,2.247547149658203,fishingderby,151
152,10367.3603515625,0.8338078260421753,centipede,152
153,1.2300000190734863,1.0272727012634277,icehockey,153
154,35.90999984741211,3.475257635116577,robotank,154
155,418.3900146484375,14.468402862548828,breakout,155
156,16.899999618530273,1.0651558637619019,pong,156
157,2689.60009765625,0.3585479259490967,mspacman,157
158,0.0,-0.00035803436185233295,privateeye,158
159,89573.0,3.145547389984131,crazyclimber,159
160,521.969970703125,0.30120208859443665,amidar,160
161,76.62000274658203,6.37666654586792,boxing,161
162,0.0,0.0,montezumarevenge,162
163,701.0,0.16612131893634796,gravitar,163
164,152717.0,15.86198616027832,stargunner,164
165,734.7999877929688,0.9752334356307983,bankheist,165
166,7111.0,2.132795572280884,timepilot,166
167,2872.300048828125,0.383266419172287,alien,167
168,1728.8800048828125,2.009157419204712,enduro,168
169,8695.2998046875,6.648524761199951,krull,169
