,seed,game,GameScoreAverage,GameScoreNormalized
0,1894,alien,1580.300048828125,0.1960173398256302
1,1895,alien,1106.0,0.127277210354805
2,1896,amidar,87.30000305175781,0.04755791649222374
3,1897,amidar,150.72000122070312,0.08456555753946304
4,1898,assault,1739.1800537109375,2.9191300868988037
5,1899,assault,1132.8299560546875,1.752174735069275
6,1900,asterix,1536.0,0.1598881036043167
7,1901,asterix,1307.5,0.13233573734760284
8,1902,asteroids,707.4000244140625,-0.0002506985329091549
9,1903,asteroids,810.5,0.001958448439836502
10,1904,atlantis,16212.0,0.20781178772449493
11,1905,atlantis,27328.0,0.8949134945869446
12,1906,bankheist,1033.4000244140625,1.3793476819992065
13,1907,bankheist,388.29998779296875,0.5062931180000305
14,1908,battlezone,22250.0,0.5711004137992859
15,1909,battlezone,20950.0,0.5337736010551453
16,1910,beamrider,3487.780029296875,0.1886104792356491
17,1911,beamrider,3325.93994140625,0.1788390725851059
18,1912,berzerk,400.3999938964844,0.11038417369127274
19,1913,berzerk,673.2999877929688,0.21925240755081177
20,1914,bowling,39.54999923706055,0.11954941600561142
21,1915,bowling,48.709999084472656,0.1861191838979721
22,1916,boxing,30.950000762939453,2.570833444595337
23,1917,boxing,7.75,0.637499988079071
24,1918,breakout,60.5,2.0416667461395264
25,1919,breakout,78.91999816894531,2.6812500953674316
26,1920,centipede,4614.830078125,0.25427207350730896
27,1921,centipede,5010.27978515625,0.2941114902496338
28,1922,choppercommand,10743.0,1.5101568698883057
29,1923,choppercommand,3322.0,0.38179662823677063
30,1924,crazyclimber,56883.0,1.840499997138977
31,1925,crazyclimber,40644.0,1.1922080516815186
32,1926,demonattack,3313.85009765625,1.7382758855819702
33,1927,demonattack,3920.10009765625,2.0715818405151367
34,1928,doubledunk,-14.699999809265137,1.7727272510528564
35,1929,doubledunk,-19.639999389648438,-0.4727272689342499
36,1930,enduro,453.3800048828125,0.5268797278404236
37,1931,enduro,716.6699829101562,0.8328530192375183
38,1932,fishingderby,-49.779998779296875,0.7909433841705322
39,1933,fishingderby,-61.29999923706055,0.5735849142074585
40,1934,freeway,24.200000762939453,0.8175675868988037
41,1935,freeway,21.520000457763672,0.7270269989967346
42,1936,frostbite,3478.39990234375,0.7994378805160522
