,GameScoreAverage,GameScoreNormalized,game,seed
0,30.100000381469727,0.021518472582101822,bankheist,0
1,2223.0,-0.8096556663513184,timepilot,1
2,1004.7000122070312,0.11259583383798599,alien,2
3,481.55999755859375,0.5596281290054321,enduro,3
4,7888.2001953125,5.892458915710449,krull,4
5,1759.0,0.14414304494857788,choppercommand,5
6,3623.5,0.26029449701309204,qbert,6
7,14051.6904296875,0.7953231334686279,videopinball,7
8,-8.539999961853027,0.032998163253068924,pitfall,8
9,103.0,0.08673684298992157,venture,9
10,3506.300048828125,0.08319966495037079,hero,10
11,21691.0,0.9534963369369507,kungfumaster,11
12,0.0,1.5354838371276855,tennis,12
13,513.2000122070312,0.11861339211463928,gopher,13
14,5544.7998046875,0.5649938583374023,namethisgame,14
15,894.0,0.07882184535264969,wizardofwor,15
16,2056.0,0.22137011587619781,zaxxon,16
17,941.4000244140625,0.004763272125273943,asteroids,17
18,4762.5,0.6173393726348877,phoenix,18
19,38.439998626708984,0.17311139404773712,tutankham,19
20,328.20001220703125,0.061599720269441605,frostbite,20
21,777.2000122070312,0.01688169687986374,seaquest,21
22,14726.0,1.8784068822860718,roadrunner,22
23,4606.10009765625,0.25613129138946533,beamrider,23
24,3560.39990234375,0.14080928266048431,riverraid,24
25,-21.81999969482422,-1.4636363983154297,doubledunk,25
26,949.4000244140625,-0.025869220495224,solaris,26
27,13560.0,0.32158493995666504,battlezone,27
28,9026.2001953125,4.878828048706055,demonattack,28
29,20018.0,0.44306808710098267,atlantis,29
30,-29913.08984375,-1.004215121269226,skiing,30
31,1363.5,0.13908818364143372,asterix,31
32,1198.6199951171875,1.878791332244873,assault,32
33,692.9000244140625,0.22707144916057587,berzerk,33
34,898.0,0.2836070954799652,kangaroo,34
35,26.399999618530273,0.8918918967247009,freeway,35
36,7978.43017578125,0.09489414095878601,yarsrevenge,36
37,5885.7001953125,0.47960537672042847,upndown,37
38,632.0999755859375,0.3183402419090271,spaceinvaders,38
39,30.0,0.05014535039663315,bowling,39
40,375.5,1.2655222415924072,jamesbond,40
41,-71.4800033569336,0.3815094232559204,fishingderby,41
42,5735.740234375,0.36719760298728943,centipede,42
43,-3.509999990463257,0.6355372071266174,icehockey,43
44,13.430000305175781,1.1577320098876953,robotank,44
45,103.41999816894531,3.531944513320923,breakout,45
46,10.800000190734863,0.8923512697219849,pong,46
47,1341.0999755859375,0.15559200942516327,mspacman,47
48,100.0,0.001079854555428028,privateeye,48
49,20786.0,0.3994387090206146,crazyclimber,49
50,167.89999389648438,0.09459064900875092,amidar,50
51,71.58999633789062,5.957499980926514,boxing,51
52,0.0,0.0,montezumarevenge,52
53,190.5,0.0055059147998690605,gravitar,53
54,1881.0,0.12695597112178802,stargunner,54
55,720.7999877929688,0.9562863707542419,bankheist,55
56,1971.0,-0.9613532423973083,timepilot,56
57,1063.0999755859375,0.12105972319841385,alien,57
58,602.0599975585938,0.699662983417511,enduro,58
59,6613.0,4.697892189025879,krull,59
60,1560.0,0.11388517171144485,choppercommand,60
61,788.5,0.04699385166168213,qbert,61
62,18818.9609375,1.0651497840881348,videopinball,62
63,-1.309999942779541,0.03407837823033333,pitfall,63
64,0.0,0.0,venture,64
65,3410.64990234375,0.07998986542224884,hero,65
66,17461.0,0.7653106451034546,kungfumaster,66
67,-7.190000057220459,1.0716129541397095,tennis,67
68,677.2000122070312,0.19471901655197144,gopher,68
69,4455.2998046875,0.3757360875606537,namethisgame,69
70,731.0,0.03994753211736679,wizardofwor,70
71,1450.0,0.15507395565509796,zaxxon,71
72,835.2000122070312,0.00248770066536963,asteroids,72
73,4905.10009765625,0.6393414735794067,phoenix,73
74,88.58000183105469,0.494110107421875,tutankham,74
75,248.1999969482422,0.04286216199398041,frostbite,75
76,603.2000122070312,0.012737488374114037,seaquest,76
77,13256.0,1.690751314163208,roadrunner,77
78,3604.56005859375,0.19566130638122559,beamrider,78
79,2951.5,0.10222123563289642,riverraid,79
80,-20.920000076293945,-1.0545454025268555,doubledunk,80
81,181.60000610351562,-0.0951002687215805,solaris,81
82,17870.0,0.4453377425670624,battlezone,82
83,5328.2001953125,2.845731019973755,demonattack,83
84,39294.0,1.6345553398132324,atlantis,84
85,-29906.259765625,-1.003679871559143,skiing,85
86,1549.0,0.16145563125610352,asterix,86
87,1323.68994140625,2.1194958686828613,assault,87
88,771.2000122070312,0.25830772519111633,berzerk,88
89,5324.0,1.767348289489746,kangaroo,89
90,19.18000030517578,0.6479730010032654,freeway,90
91,6621.0498046875,0.06852905452251434,yarsrevenge,91
92,7682.7998046875,0.6406387090682983,upndown,92
93,668.9000244140625,0.34253960847854614,spaceinvaders,93
94,29.979999542236328,0.05000000074505806,bowling,94
95,375.5,1.2655222415924072,jamesbond,95
96,-64.76000213623047,0.5083019137382507,fishingderby,96
97,5208.81982421875,0.3141132891178131,centipede,97
98,-6.730000019073486,0.36942148208618164,icehockey,98
99,16.030000686645508,1.4257731437683105,robotank,99
100,109.16999816894531,3.7315971851348877,breakout,100
101,6.110000133514404,0.7594900727272034,pong,101
102,1274.0,0.14549313485622406,mspacman,102
103,8.0,-0.00024300323275383562,privateeye,103
104,18270.0,0.29899516701698303,crazyclimber,104
105,222.75,0.12659741938114166,amidar,105
106,48.619998931884766,4.043333530426025,boxing,106
107,0.0,0.0,montezumarevenge,107
108,363.5,0.05993581563234329,gravitar,108
109,3241.0,0.2688295543193817,stargunner,109
110,94.69999694824219,0.10894572734832764,bankheist,110
111,2792.0,-0.46713218092918396,timepilot,111
112,1090.0,0.124958336353302,alien,112
113,539.1400146484375,0.6265426874160767,enduro,113
114,5743.39990234375,3.8832786083221436,krull,114
115,1042.0,0.03512346372008324,choppercommand,115
116,1412.0,0.09390494227409363,qbert,116
117,10766.330078125,0.6093723773956299,videopinball,117
118,-34.279998779296875,0.029152410104870796,pitfall,118
119,0.0,0.0,venture,119
120,2423.89990234375,0.04687678441405296,hero,120
121,13114.0,0.571919858455658,kungfumaster,121
122,-15.729999542236328,0.5206451416015625,tennis,122
123,666.7999877929688,0.18989279866218567,gopher,123
124,4374.5,0.36170026659965515,namethisgame,124
125,570.0,0.0015502027235925198,wizardofwor,125
126,1476.0,0.15791834890842438,zaxxon,126
127,992.0999755859375,0.0058496324345469475,asteroids,127
128,4810.10009765625,0.624683678150177,phoenix,128
129,19.780000686645508,0.0536491684615612,tutankham,129
130,936.5999755859375,0.20409883558750153,frostbite,130
131,670.4000244140625,0.014338009990751743,seaquest,131
132,22686.0,2.8945553302764893,roadrunner,132
133,2975.199951171875,0.15766245126724243,beamrider,133
134,4842.5,0.22206026315689087,riverraid,134
135,-11.5600004196167,3.200000047683716,doubledunk,135
136,1221.5999755859375,-0.0013254706282168627,solaris,136
137,10670.0,0.23860454559326172,battlezone,137
138,6894.5498046875,3.706883192062378,demonattack,138
139,41784.0,1.7884671688079834,atlantis,139
140,-29907.609375,-1.0037857294082642,skiing,140
141,1324.0,0.1343252956867218,asterix,141
142,1075.3800048828125,1.6416089534759521,assault,142
143,556.9000244140625,0.17281685769557953,berzerk,143
