,seed,game,GameScoreAverage,GameScoreNormalized
0,36120,alien,1059.5999755859375,0.12055247277021408
1,36121,amidar,176.0399932861328,0.09934061020612717
2,36122,assault,2171.159912109375,3.750500440597534
3,36123,asterix,3893.5,0.44415372610092163
4,36124,asteroids,1007.5,0.006179611664265394
5,36125,atlantis,51283.0,2.3756189346313477
6,36126,bankheist,1119.0,1.4951955080032349
7,36127,battlezone,21780.0,0.5576053261756897
8,36128,beamrider,4478.64013671875,0.2484356313943863
9,36129,berzerk,785.0999755859375,0.2638528645038605
10,36130,berzerk,602.5999755859375,0.19104799628257751
11,36131,bowling,30.0,0.05014535039663315
12,36132,boxing,64.9800033569336,5.4066667556762695
13,36133,breakout,70.16999816894531,2.3774304389953613
14,36134,centipede,6220.77001953125,0.4160616993904114
15,36135,choppercommand,7046.0,0.9480294585227966
16,36136,crazyclimber,44157.0,1.332453727722168
17,36137,demonattack,9850.5,5.332014083862305
18,36138,doubledunk,-13.600000381469727,2.2727272510528564
19,36139,enduro,681.0499877929688,0.7914584279060364
20,36140,fishingderby,-70.83999633789062,0.3935849070549011
21,36141,freeway,25.610000610351562,0.8652027249336243
22,36142,frostbite,1516.199951171875,0.3398524522781372
23,36143,gopher,723.4000244140625,0.21615852415561676
24,36144,gravitar,451.0,0.08746539056301117
25,36145,hero,7773.7998046875,0.2264072448015213
26,36146,icehockey,-3.2799999713897705,0.6545454263687134
27,36147,jamesbond,744.5,2.6132214069366455
28,36148,kangaroo,1610.0,0.522292971611023
29,36149,krull,8846.2001953125,6.789883136749268
30,36150,kungfumaster,10013.0,0.43396151065826416
31,36151,montezumarevenge,0.0,0.0
32,36152,mspacman,2750.89990234375,0.3677738904953003
33,36153,namethisgame,5721.39990234375,0.5956711173057556
34,36154,phoenix,5098.2001953125,0.669135332107544
35,36155,pitfall,0.0,0.03427410498261452
36,36156,pong,20.959999084472656,1.180169939994812
37,36157,privateeye,100.0,0.001079854555428028
38,36158,qbert,4373.25,0.3167044222354889
39,36159,riverraid,4856.0,0.22291581332683563
40,36160,roadrunner,31566.0,4.028148174285889
41,36161,robotank,24.170000076293945,2.2649483680725098
42,36162,seaquest,1094.4000244140625,0.02443654276430607
43,36163,skiing,-29903.6796875,-1.003477692604065
44,36164,solaris,2129.800048828125,0.08056517690420151
45,36165,spaceinvaders,583.9000244140625,0.28664430975914
46,36166,stargunner,31027.0,3.167431592941284
47,36167,tennis,6.019999980926514,1.9238709211349487
48,36168,timepilot,2548.0,-0.6140139698982239
49,36169,tutankham,119.55000305175781,0.6923815608024597
50,36170,upndown,8700.0,0.7317873239517212
51,36171,venture,0.0,0.0
52,36172,videopinball,9254.5302734375,0.5238047242164612
53,36173,wizardofwor,1797.0,0.2941807806491852
54,36174,yarsrevenge,10222.8095703125,0.13848787546157837
55,36175,zaxxon,5585.0,0.6074413657188416
56,36176,alien,1137.4000244140625,0.13182799518108368
57,36177,amidar,398.75,0.2292991727590561
58,36178,assault,2220.800048828125,3.8460354804992676
59,36179,asterix,5022.5,0.5802876949310303
60,36180,asteroids,1178.0999755859375,0.009835096076130867
61,36181,atlantis,53052.0,2.48496413230896
62,36182,bankheist,1063.699951171875,1.4203546047210693
63,36183,battlezone,16510.0,0.40628814697265625
64,36184,beamrider,5306.22021484375,0.29840242862701416
65,36185,berzerk,751.2999877929688,0.25036901235580444
66,36186,bowling,29.979999542236328,0.05000000074505806
67,36187,boxing,57.43000030517578,4.777500152587891
68,36188,breakout,172.5,5.93055534362793
69,36189,centipede,5497.06005859375,0.34315189719200134
70,36190,choppercommand,6322.0,0.8379455208778381
71,36191,crazyclimber,27136.0,0.6529428362846375
72,36192,demonattack,7441.5498046875,4.007614612579346
73,36193,doubledunk,-16.18000030517578,1.100000023841858
74,36194,enduro,983.6099853515625,1.1430679559707642
75,36195,fishingderby,-63.15999984741211,0.5384905934333801
76,36196,freeway,25.600000381469727,0.8648648858070374
77,36197,frostbite,3402.800048828125,0.7817308902740479
78,36198,gopher,210.60000610351562,-0.021810756996273994
79,36199,gravitar,515.0,0.10760130733251572
80,36200,hero,12553.650390625,0.3868081271648407
81,36201,icehockey,-4.78000020980835,0.5305784940719604
82,36202,jamesbond,1258.0,4.488677978515625
83,36203,kangaroo,4159.0,1.37680184841156
84,36204,krull,7384.2998046875,5.420421600341797
85,36205,kungfumaster,21801.0,0.9583900570869446
86,36206,montezumarevenge,0.0,0.0
87,36207,mspacman,2189.5,0.2832804024219513
88,36208,namethisgame,5720.0,0.595427930355072
89,36209,phoenix,6911.89990234375,0.9489755034446716
90,36210,pitfall,-3.309999942779541,0.0337795652449131
91,36211,pong,18.639999389648438,1.1144475936889648
92,36212,privateeye,100.0,0.001079854555428028
93,36213,qbert,4620.75,0.3353258967399597
94,36214,riverraid,5335.89990234375,0.25332868099212646
95,36215,roadrunner,29614.0,3.7789621353149414
96,36216,robotank,24.649999618530273,2.3144330978393555
97,36217,seaquest,790.5999755859375,0.01720084808766842
98,36218,skiing,-29904.419921875,-1.0035357475280762
99,36219,solaris,1580.800048828125,0.03106290102005005
100,36220,spaceinvaders,744.2000122070312,0.39205628633499146
101,36221,stargunner,5457.0,0.5
102,36222,tennis,-0.019999999552965164,1.534193515777588
103,36223,timepilot,4236.0,0.4021189510822296
104,36224,tutankham,105.23999786376953,0.6007682681083679
105,36225,upndown,7724.7998046875,0.6444022059440613
106,36226,venture,0.0,0.0
107,36227,videopinball,15028.830078125,0.8506290912628174
108,36228,wizardofwor,2006.0,0.34402576088905334
109,36229,yarsrevenge,9905.7900390625,0.13233023881912231
110,36230,zaxxon,3585.0,0.3886421322822571
111,36231,alien,1126.0999755859375,0.13019029796123505
112,36232,amidar,117.56999969482422,0.06522145122289658
113,36233,assault,2141.14990234375,3.692744493484497
114,36234,asterix,2969.5,0.3327384889125824
115,36235,asteroids,1465.199951171875,0.0159868523478508
116,36236,atlantis,141190.0,7.93294620513916
117,36237,bankheist,1109.800048828125,1.482744574546814
118,36238,battlezone,23520.0,0.6075658798217773
119,36239,beamrider,5406.0,0.3044268488883972
120,36240,berzerk,752.2999877929688,0.25076794624328613
121,36241,bowling,30.0,0.05014535039663315
122,36242,boxing,76.6500015258789,6.379166603088379
123,36243,breakout,311.4700012207031,10.755903244018555
124,36244,centipede,5962.9599609375,0.3900887668132782
125,36245,choppercommand,5796.0,0.7579674124717712
126,36246,crazyclimber,83212.0,2.891603946685791
127,36247,demonattack,6094.7001953125,3.267139434814453
