,seed,game,GameScoreAverage,GameScoreNormalized
0,38065,alien,1107.4000244140625,0.12748010456562042
1,38066,alien,1180.5,0.13807445764541626
2,38067,amidar,370.8599853515625,0.21302445232868195
3,38068,amidar,259.8900146484375,0.14826983213424683
4,38069,assault,1979.6199951171875,3.381870746612549
5,38070,assault,2600.199951171875,4.576212406158447
6,38071,asterix,5018.0,0.5797451138496399
7,38072,asterix,3201.0,0.3606525659561157
8,38073,asteroids,984.5999755859375,0.005688928067684174
9,38074,asteroids,1253.800048828125,0.011457136832177639
10,38075,atlantis,369142.0,22.02310562133789
11,38076,atlantis,104548.0,5.668032646179199
12,38077,bankheist,853.5999755859375,1.1360130310058594
13,38078,bankheist,39.0,0.03356340527534485
14,38079,battlezone,2890.0,0.015217859297990799
15,38080,battlezone,9580.0,0.20730744302272797
16,38081,beamrider,8372.4404296875,0.48353156447410583
17,38082,beamrider,6072.06005859375,0.3446415364742279
18,38083,berzerk,693.4000244140625,0.2272709161043167
19,38084,berzerk,601.2000122070312,0.1904894858598709
20,38085,berzerk,787.9000244140625,0.2649698853492737
21,38086,bowling,30.0,0.05014535039663315
22,38087,bowling,30.0,0.05014535039663315
23,38088,boxing,94.12000274658203,7.835000038146973
24,38089,boxing,94.08000183105469,7.831666469573975
25,38090,breakout,379.0899963378906,13.103819847106934
26,38091,breakout,355.9599914550781,12.300694465637207
27,38092,centipede,6714.47998046875,0.4658002555370331
28,38093,centipede,6458.9599609375,0.44005802273750305
29,38094,choppercommand,2918.0,0.32036855816841125
30,38095,choppercommand,9880.0,1.37893807888031
31,38096,crazyclimber,92080.0,3.245631456375122
32,38097,crazyclimber,89717.0,3.1512961387634277
33,38098,demonattack,13194.4501953125,7.170460224151611
34,38099,demonattack,10740.2001953125,5.821155548095703
35,38100,doubledunk,-14.680000305175781,1.781818151473999
36,38101,doubledunk,-22.079999923706055,-1.5818182229995728
37,38102,enduro,1130.5699462890625,1.3138524293899536
38,38103,enduro,565.1099853515625,0.6567228436470032
39,38104,fishingderby,-66.23999786376953,0.48037734627723694
40,38105,fishingderby,-60.81999969482422,0.5826414823532104
41,38106,freeway,24.510000228881836,0.8280405402183533
42,38107,freeway,23.15999984741211,0.7824324369430542
43,38108,frostbite,4308.60009765625,0.9938868880271912
44,38109,frostbite,3133.89990234375,0.7187492847442627
45,38110,gopher,2086.0,0.8484848737716675
46,38111,gopher,2468.199951171875,1.0258480310440063
47,38112,gravitar,416.5,0.07661087065935135
48,38113,gravitar,172.0,-0.00031462369952350855
49,38114,hero,7293.25,0.21028107404708862
50,38115,hero,8675.7998046875,0.2566763162612915
51,38116,icehockey,-8.979999542236328,0.18347106873989105
52,38117,icehockey,-12.640000343322754,-0.11900826543569565
53,38118,jamesbond,690.0,2.414170980453491
54,38119,jamesbond,633.5,2.2078158855438232
55,38120,kangaroo,10974.0,3.661414623260498
56,38121,kangaroo,1676.0,0.5444183945655823
57,38122,krull,8051.2001953125,6.045152187347412
58,38123,krull,6291.0,4.3962531089782715
59,38124,kungfumaster,41119.0,1.8178157806396484
60,38125,kungfumaster,13272.0,0.5789490342140198
61,38126,montezumarevenge,0.0,0.0
62,38127,montezumarevenge,0.0,0.0
63,38128,mspacman,3230.199951171875,0.439910888671875
64,38129,mspacman,2716.60009765625,0.3626115620136261
65,38130,namethisgame,9392.2998046875,1.2333455085754395
66,38131,namethisgame,10129.0,1.3613181114196777
67,38132,phoenix,5906.2001953125,0.7938036322593689
68,38133,phoenix,5178.2998046875,0.6814941763877869
69,38134,pitfall,0.0,0.03427410498261452
70,38135,pitfall,-1.8899999856948853,0.033991724252700806
71,38136,pong,-2.0,0.5297450423240662
72,38137,pong,10.680000305175781,0.88895183801651
73,38138,privateeye,0.0,-0.00035803436185233295
74,38139,privateeye,0.0,-0.00035803436185233295
75,38140,qbert,4620.5,0.3353070914745331
76,38141,qbert,1043.0,0.0661420077085495
77,38142,riverraid,3165.39990234375,0.11577679961919785
78,38143,riverraid,3156.0,0.1151810884475708
79,38144,roadrunner,33710.0,4.301844596862793
80,38145,roadrunner,32135.0,4.100785255432129
81,38146,robotank,3.630000114440918,0.1474226862192154
82,38147,robotank,11.899999618530273,1.0
83,38148,seaquest,1326.0,0.029952626675367355
84,38149,seaquest,1036.4000244140625,0.023055139929056168
85,38150,skiing,-29907.76953125,-1.003798246383667
86,38151,skiing,-29900.6796875,-1.0032426118850708
87,38152,solaris,1436.0,0.018006565049290657
88,38153,solaris,952.4000244140625,-0.025598715990781784
89,38154,spaceinvaders,614.75,0.3069310188293457
90,38155,spaceinvaders,773.9000244140625,0.4115867614746094
91,38156,stargunner,4043.0,0.3524932265281677
92,38157,stargunner,14169.0,1.408825397491455
93,38158,tennis,-0.029999999329447746,1.533548355102539
94,38159,tennis,0.0,1.5354838371276855
95,38160,timepilot,3815.0,0.1486876904964447
96,38161,timepilot,4493.0,0.5568264126777649
97,38162,tutankham,104.05999755859375,0.5932138562202454
98,38163,tutankham,123.06999969482422,0.7149167656898499
99,38164,upndown,10933.599609375,0.9319342374801636
100,38165,upndown,8172.39990234375,0.6845104694366455
101,38166,venture,0.0,0.0
102,38167,venture,0.0,0.0
103,38168,videopinball,36321.55859375,2.0557937622070312
104,38169,videopinball,27435.099609375,1.5528217554092407
105,38170,wizardofwor,531.0,-0.007751013617962599
106,38171,wizardofwor,210.0,-0.08430717885494232
107,38172,yarsrevenge,7147.830078125,0.07876097410917282
108,38173,yarsrevenge,6962.580078125,0.07516276836395264
109,38174,zaxxon,1362.0,0.1454467922449112
110,38175,zaxxon,3727.0,0.40417689085006714
111,38176,alien,1091.0999755859375,0.12511774897575378
112,38177,alien,1057.5,0.12024811655282974
113,38178,amidar,280.989990234375,0.16058236360549927
114,38179,amidar,314.57000732421875,0.18017739057540894
115,38180,assault,2077.1298828125,3.5695343017578125
116,38181,assault,1595.5899658203125,2.6427829265594482
117,38182,asterix,13144.0,1.5595722198486328
118,38183,asterix,4926.0,0.5686517953872681
119,38184,asteroids,1417.199951171875,0.014958345331251621
120,38185,asteroids,1467.699951171875,0.016040420159697533
121,38186,atlantis,53378.0,2.505115032196045
122,38187,atlantis,196633.0,11.359986305236816
123,38188,bankheist,20.0,0.007849506102502346
124,38189,bankheist,33.900001525878906,0.026661252602934837
125,38190,battlezone,21170.0,0.5400904417037964
126,38191,battlezone,5310.0,0.08470317721366882
127,38192,beamrider,2843.679931640625,0.1497216671705246
128,38193,beamrider,5943.2001953125,0.33686137199401855
129,38194,berzerk,821.5999755859375,0.278413861989975
130,38195,berzerk,726.9000244140625,0.24063509702682495
131,38196,bowling,57.939998626708984,0.25319766998291016
132,38197,bowling,30.0,0.05014535039663315
133,38198,boxing,82.25,6.8458333015441895
134,38199,boxing,85.37000274658203,7.105833530426025
135,38200,breakout,371.8900146484375,12.853819847106934
136,38201,breakout,378.4800109863281,13.08263874053955
137,38202,centipede,5977.9599609375,0.3915999233722687
138,38203,centipede,6089.91015625,0.4028782844543457
139,38204,choppercommand,1634.0,0.1251368373632431
140,38205,choppercommand,4974.0,0.632982611656189
141,38206,crazyclimber,65363.0,2.1790378093719482
142,38207,crazyclimber,80250.0,2.77335524559021
143,38208,demonattack,8551.7001953125,4.617955684661865
144,38209,demonattack,16683.599609375,9.08873462677002
145,38210,doubledunk,-9.720000267028809,4.03636360168457
146,38211,doubledunk,-13.979999542236328,2.0999999046325684
147,38212,enduro,805.47998046875,0.9360604286193848
148,38213,enduro,1084.9100341796875,1.260790228843689
149,38214,fishingderby,-46.36000061035156,0.855471670627594
150,38215,fishingderby,-59.02000045776367,0.6166037917137146
151,38216,freeway,24.510000228881836,0.8280405402183533
152,38217,freeway,26.030000686645508,0.8793919086456299
153,38218,frostbite,847.7000122070312,0.1832767277956009
154,38219,frostbite,2873.10009765625,0.6576648354530334
155,38220,gopher,1887.0,0.7561371922492981
156,38221,gopher,633.5999755859375,0.17448605597019196
157,38222,gravitar,348.0,0.055059149861335754
158,38223,gravitar,266.5,0.029417317360639572
159,38224,hero,3222.25,0.07366759330034256
160,38225,hero,3203.0,0.07302160561084747
161,38226,icehockey,-18.540000915527344,-0.6066115498542786
162,38227,icehockey,-8.09000015258789,0.2570247948169708
163,38228,jamesbond,1056.0,3.750913143157959
164,38229,jamesbond,514.5,1.7731921672821045
165,38230,kangaroo,4175.0,1.382165551185608
166,38231,kangaroo,1786.0,0.5812940001487732
167,38232,krull,8931.0,6.869320869445801
168,38233,krull,9505.2998046875,7.407306671142578
169,38234,kungfumaster,18883.0,0.8285731077194214
170,38235,kungfumaster,16303.0,0.713793158531189
171,38236,montezumarevenge,0.0,0.0
172,38237,montezumarevenge,0.0,0.0
173,38238,mspacman,2082.39990234375,0.2671613395214081
174,38239,mspacman,2850.800048828125,0.3828093111515045
175,38240,namethisgame,9207.400390625,1.2012263536453247
176,38241,namethisgame,7880.2998046875,0.9706950187683105
177,38242,phoenix,5063.2998046875,0.6637505292892456
178,38243,phoenix,6771.39990234375,0.9272974133491516
179,38244,pitfall,0.0,0.03427410498261452
180,38245,pitfall,-18.0,0.03158476576209068
181,38246,pong,9.260000228881836,0.8487251996994019
182,38247,pong,-3.2200000286102295,0.49518412351608276
183,38248,privateeye,100.0,0.001079854555428028
184,38249,privateeye,0.0,-0.00035803436185233295
185,38250,qbert,4847.25,0.3523673713207245
186,38251,qbert,4477.75,0.3245668113231659
187,38252,riverraid,7989.2998046875,0.42148357629776
188,38253,riverraid,8858.2998046875,0.4765550196170807
189,38254,roadrunner,30165.0,3.8493010997772217
190,38255,roadrunner,34085.0,4.3497161865234375
191,38256,robotank,20.260000228881836,1.8618556261062622
192,38257,robotank,9.859999656677246,0.7896907329559326
193,38258,seaquest,421.3999938964844,0.008407504297792912
194,38259,seaquest,635.2000122070312,0.013499641790986061
195,38260,skiing,-29910.2890625,-1.003995656967163
196,38261,skiing,-29910.16015625,-1.0039855241775513
197,38262,solaris,368.3999938964844,-0.07825686782598495
198,38263,solaris,227.1999969482422,-0.09098860621452332
199,38264,spaceinvaders,1114.550048828125,0.635595440864563
200,38265,spaceinvaders,588.5499877929688,0.2897021174430847
201,38266,stargunner,2978.0,0.24139370024204254
202,38267,stargunner,13670.0,1.3567702770233154
203,38268,tennis,-1.0099999904632568,1.470322608947754
204,38269,tennis,0.0,1.5354838371276855
205,38270,timepilot,4528.0,0.5778955221176147
206,38271,timepilot,4449.0,0.5303395390510559
207,38272,tutankham,99.37000274658203,0.5631881952285767
208,38273,tutankham,82.47000122070312,0.4549936056137085
209,38274,upndown,31689.599609375,2.7918243408203125
210,38275,upndown,12138.2998046875,1.0398842096328735
211,38276,venture,104.0,0.08757894486188889
212,38277,venture,0.0,0.0
213,38278,videopinball,19623.970703125,1.110713243484497
214,38279,videopinball,32762.5390625,1.854353904724121
215,38280,wizardofwor,1558.0,0.23718102276325226
216,38281,wizardofwor,244.0,-0.07619842886924744
217,38282,yarsrevenge,15239.4404296875,0.23592844605445862
218,38283,yarsrevenge,6964.740234375,0.07520472258329391
219,38284,zaxxon,1227.0,0.13067783415317535
220,38285,zaxxon,2953.0,0.3195015788078308
221,38286,alien,1137.9000244140625,0.13190045952796936
222,38287,alien,1101.300048828125,0.12659603357315063
223,38288,amidar,348.5199890136719,0.19998833537101746
224,38289,amidar,90.4800033569336,0.04941355064511299
225,38290,assault,2189.6201171875,3.786027669906616
226,38291,assault,1695.3299560546875,2.834738254547119
227,38292,asterix,3822.5,0.4355925917625427
228,38293,asterix,9265.5,1.0919054746627808
229,38294,asteroids,1025.4000244140625,0.006563158705830574
230,38295,asteroids,1235.0,0.011054305359721184
231,38296,atlantis,217540.0,12.652289390563965
232,38297,atlantis,42178.0,1.8128210306167603
233,38298,bankheist,46.400001525878906,0.043578293174505234
234,38299,bankheist,123.5999984741211,0.14805792272090912
235,38300,battlezone,1370.0,-0.02842581272125244
236,38301,battlezone,7760.0,0.1550498902797699
237,38302,beamrider,8152.06005859375,0.4702256917953491
238,38303,beamrider,5286.35986328125,0.29720333218574524
239,38304,berzerk,660.0999755859375,0.21398651599884033
240,38305,berzerk,674.2000122070312,0.21961143612861633
241,38306,berzerk,698.0,0.22910599410533905
242,38307,bowling,20.010000228881836,-0.022456394508481026
243,38308,bowling,30.0,0.05014535039663315
244,38309,boxing,93.45999908447266,7.78000020980835
245,38310,boxing,88.62000274658203,7.37666654586792
246,38311,breakout,391.6600036621094,13.540277481079102
247,38312,breakout,387.9100036621094,13.410069465637207
248,38313,centipede,5464.009765625,0.33982229232788086
249,38314,centipede,4472.18017578125,0.2399008721113205
250,38315,choppercommand,3759.0,0.44824230670928955
251,38316,choppercommand,4254.0,0.5235068798065186
252,38317,crazyclimber,42830.0,1.2794773578643799
253,38318,crazyclimber,68450.0,2.302276849746704
254,38319,demonattack,11535.2001953125,6.258233070373535
255,38320,demonattack,9434.7998046875,5.103468894958496
256,38321,doubledunk,-15.100000381469727,1.5909091234207153
257,38322,doubledunk,-12.899999618530273,2.590909004211426
258,38323,enduro,911.6099853515625,1.059395670890808
259,38324,enduro,1044.5799560546875,1.213922142982483
260,38325,fishingderby,-53.220001220703125,0.7260377407073975
261,38326,fishingderby,17.719999313354492,2.064528226852417
262,38327,freeway,27.780000686645508,0.9385135173797607
263,38328,freeway,21.520000457763672,0.7270269989967346
264,38329,frostbite,2712.199951171875,0.6199789047241211
265,38330,frostbite,2882.60009765625,0.6598899364471436
266,38331,gopher,729.5999755859375,0.21903568506240845
267,38332,gopher,1030.5999755859375,0.3587173521518707
268,38333,gravitar,301.0,0.040271833539009094
269,38334,gravitar,353.5,0.056789580732584
270,38335,hero,3021.75,0.06693926453590393
271,38336,hero,3413.25,0.08007711917161942
272,38337,icehockey,-9.720000267028809,0.12231405079364777
273,38338,icehockey,-11.529999732971191,-0.027272727340459824
274,38339,jamesbond,482.5,1.6563184261322021
275,38340,jamesbond,528.0,1.8224982023239136
276,38341,kangaroo,10578.0,3.5286624431610107
277,38342,kangaroo,349.0,0.09956419467926025
278,38343,krull,9540.2001953125,7.440000057220459
279,38344,krull,8774.7998046875,6.722997665405273
280,38345,kungfumaster,22373.0,0.983837366104126
281,38346,kungfumaster,29448.0,1.298592448234558
282,38347,montezumarevenge,0.0,0.0
283,38348,montezumarevenge,0.0,0.0
284,38349,mspacman,1612.199951171875,0.1963939070701599
285,38350,mspacman,1748.5999755859375,0.21692277491092682
286,38351,namethisgame,10722.5,1.464415431022644
287,38352,namethisgame,10451.0,1.4172528982162476
288,38353,phoenix,5164.2998046875,0.6793340444564819
289,38354,phoenix,6120.7998046875,0.8269147872924805
290,38355,pitfall,-0.9599999785423279,0.03413067013025284
291,38356,pitfall,0.0,0.03427410498261452
292,38357,pong,11.75,0.919263482093811
293,38358,pong,5.400000095367432,0.7393767833709717
294,38359,privateeye,0.0,-0.00035803436185233295
295,38360,privateeye,0.0,-0.00035803436185233295
296,38361,qbert,4126.75,0.2981581687927246
297,38362,qbert,645.5,0.0362347736954689
298,38363,riverraid,7981.2001953125,0.42097026109695435
299,38364,riverraid,6619.39990234375,0.3346683979034424
300,38365,roadrunner,23883.0,3.04736065864563
301,38366,roadrunner,21087.0,2.690432071685791
302,38367,robotank,7.210000038146973,0.516494870185852
303,38368,robotank,13.630000114440918,1.178350567817688
304,38369,seaquest,1404.4000244140625,0.0318199023604393
305,38370,seaquest,972.4000244140625,0.02153083309531212
306,38371,skiing,-15579.3798828125,0.11901075392961502
307,38372,skiing,-29902.76953125,-1.0034064054489136
308,38373,solaris,355.20001220703125,-0.07944709062576294
309,38374,solaris,248.0,-0.08911310881376266
310,38375,spaceinvaders,407.0,0.17031630873680115
311,38376,spaceinvaders,615.5499877929688,0.3074570894241333
312,38377,stargunner,7956.0,0.7606926560401917
313,38378,stargunner,15456.0,1.543083667755127
314,38379,tennis,-5.639999866485596,1.1716128587722778
315,38380,tennis,-24.0,-0.012903225608170033
316,38381,timepilot,1195.0,-1.42848539352417
317,38382,timepilot,3377.0,-0.11497712135314941
318,38383,tutankham,106.44000244140625,0.608450710773468
319,38384,tutankham,132.42999267578125,0.7748399376869202
320,38385,upndown,11155.7001953125,0.9518360495567322
321,38386,upndown,12572.7001953125,1.0788096189498901
322,38387,venture,101.0,0.08505263179540634
323,38388,venture,0.0,0.0
324,38389,videopinball,24518.150390625,1.3877229690551758
325,38390,videopinball,20865.529296875,1.1809853315353394
326,38391,wizardofwor,421.0,-0.033985212445259094
327,38392,wizardofwor,120.0,-0.10577152669429779
328,38393,yarsrevenge,6600.580078125,0.0681314617395401
329,38394,yarsrevenge,6231.31005859375,0.06095894053578377
330,38395,zaxxon,5133.0,0.5579927563667297
331,38396,zaxxon,4993.0,0.5426768064498901
332,38397,alien,1195.9000244140625,0.14030638337135315
333,38398,alien,1107.4000244140625,0.12748010456562042
334,38399,amidar,273.8399963378906,0.1564101129770279
335,38400,amidar,129.3300018310547,0.07208379358053207
336,38401,assault,2406.5,4.203425884246826
337,38402,assault,1861.8800048828125,3.155273199081421
338,38403,asterix,9906.5,1.1691968441009521
339,38404,asterix,3776.0,0.4299856424331665
340,38405,asteroids,1126.199951171875,0.008723023347556591
341,38406,asteroids,1198.9000244140625,0.010280782356858253
342,38407,atlantis,69387.0,3.4946625232696533
343,38408,atlantis,100088.0,5.392351150512695
344,38409,bankheist,811.5999755859375,1.0791717767715454
345,38410,bankheist,787.7999877929688,1.0469616651535034
346,38411,battlezone,5960.0,0.10336659103631973
347,38412,battlezone,2320.0,-0.0011485177092254162
348,38413,beamrider,7902.18017578125,0.4551386833190918
349,38414,beamrider,8148.16015625,0.46999022364616394
350,38415,berzerk,741.7999877929688,0.24657917022705078
351,38416,berzerk,722.9000244140625,0.2390393763780594
352,38417,bowling,0.029999999329447746,-0.16765987873077393
353,38418,bowling,30.0,0.05014535039663315
