(5, 25, 0)
(15, 25, 0)
(25, 25, 0)
(35, 25, 0)
(45, 25, 0)
(55, 25, 0)
(65, 25, 0)
(75, 25, 0)
(85, 25, 0)
(95, 25, 0)
(105, 25, 0)
(115, 25, 0)
(125, 25, 0)
(135, 25, 0)
(5, 35, 0)
(15, 35, 0)
(25, 35, 0)
(35, 35, 0)
(45, 35, 0)
(55, 35, 0)
(65, 35, 0)
(75, 35, 0)
(85, 35, 0)
(95, 35, 0)
(105, 35, 0)
(115, 35, 0)
(125, 35, 0)
(135, 35, 0)
(5, 75, 0)
(15, 75, 0)
(25, 75, 0)
(35, 75, 0)
(45, 75, 0)
(55, 75, 0)
(65, 75, 0)
(75, 75, 0)
(85, 75, 0)
(95, 75, 0)
(105, 75, 0)
(115, 75, 0)
(125, 75, 0)
(135, 75, 0)
(5, 85, 0)
(15, 85, 0)
(25, 85, 0)
(35, 85, 0)
(45, 85, 0)
(55, 85, 0)
(65, 85, 0)
(75, 85, 0)
(85, 85, 0)
(95, 85, 0)
(105, 85, 0)
(115, 85, 0)
(125, 85, 0)
(135, 85, 0)
(75, 35, 0)
(75, 45, 0)
(75, 55, 0)
(75, 65, 0)
(65, 35, 0)
(65, 45, 0)
(65, 55, 0)
(65, 65, 0)
(5, 25, 1)
(15, 25, 1)
(25, 25, 1)
(35, 25, 1)
(45, 25, 1)
(55, 25, 1)
(65, 25, 1)
(75, 25, 1)
(85, 25, 1)
(95, 25, 1)
(105, 25, 1)
(115, 25, 1)
(125, 25, 1)
(135, 25, 1)
(5, 35, 1)
(15, 35, 1)
(25, 35, 1)
(35, 35, 1)
(45, 35, 1)
(55, 35, 1)
(65, 35, 1)
(75, 35, 1)
(85, 35, 1)
(95, 35, 1)
(105, 35, 1)
(115, 35, 1)
(125, 35, 1)
(135, 35, 1)
(5, 75, 1)
(15, 75, 1)
(25, 75, 1)
(35, 75, 1)
(45, 75, 1)
(55, 75, 1)
(65, 75, 1)
(75, 75, 1)
(85, 75, 1)
(95, 75, 1)
(105, 75, 1)
(115, 75, 1)
(125, 75, 1)
(135, 75, 1)
(5, 85, 1)
(15, 85, 1)
(25, 85, 1)
(35, 85, 1)
(45, 85, 1)
(55, 85, 1)
(65, 85, 1)
(75, 85, 1)
(85, 85, 1)
(95, 85, 1)
(105, 85, 1)
(115, 85, 1)
(125, 85, 1)
(135, 85, 1)
(75, 35, 1)
(75, 45, 1)
(75, 55, 1)
(75, 65, 1)
(65, 35, 1)
(65, 45, 1)
(65, 55, 1)
(65, 65, 1)
(5, 25, 2)
(15, 25, 2)
(25, 25, 2)
(35, 25, 2)
(45, 25, 2)
(55, 25, 2)
(65, 25, 2)
(75, 25, 2)
(85, 25, 2)
(95, 25, 2)
(105, 25, 2)
(115, 25, 2)
(125, 25, 2)
(135, 25, 2)
(5, 35, 2)
(15, 35, 2)
(25, 35, 2)
(35, 35, 2)
(45, 35, 2)
(55, 35, 2)
(65, 35, 2)
(75, 35, 2)
(85, 35, 2)
(95, 35, 2)
(105, 35, 2)
(115, 35, 2)
(125, 35, 2)
(135, 35, 2)
(5, 75, 2)
(15, 75, 2)
(25, 75, 2)
(35, 75, 2)
(45, 75, 2)
(55, 75, 2)
(65, 75, 2)
(75, 75, 2)
(85, 75, 2)
(95, 75, 2)
(105, 75, 2)
(115, 75, 2)
(125, 75, 2)
(135, 75, 2)
(5, 85, 2)
(15, 85, 2)
(25, 85, 2)
(35, 85, 2)
(45, 85, 2)
(55, 85, 2)
(65, 85, 2)
(75, 85, 2)
(85, 85, 2)
(95, 85, 2)
(105, 85, 2)
(115, 85, 2)
(125, 85, 2)
(135, 85, 2)
(75, 35, 2)
(75, 45, 2)
(75, 55, 2)
(75, 65, 2)
(65, 35, 2)
(65, 45, 2)
(65, 55, 2)
(65, 65, 2)
(5, 25, 3)
(15, 25, 3)
(25, 25, 3)
(35, 25, 3)
(45, 25, 3)
(55, 25, 3)
(65, 25, 3)
(75, 25, 3)
(85, 25, 3)
(95, 25, 3)
(105, 25, 3)
(115, 25, 3)
(125, 25, 3)
(135, 25, 3)
(5, 35, 3)
(15, 35, 3)
(25, 35, 3)
(35, 35, 3)
(45, 35, 3)
(55, 35, 3)
(65, 35, 3)
(75, 35, 3)
(85, 35, 3)
(95, 35, 3)
(105, 35, 3)
(115, 35, 3)
(125, 35, 3)
(135, 35, 3)
(5, 75, 3)
(15, 75, 3)
(25, 75, 3)
(35, 75, 3)
(45, 75, 3)
(55, 75, 3)
(65, 75, 3)
(75, 75, 3)
(85, 75, 3)
(95, 75, 3)
(105, 75, 3)
(115, 75, 3)
(125, 75, 3)
(135, 75, 3)
(5, 85, 3)
(15, 85, 3)
(25, 85, 3)
(35, 85, 3)
(45, 85, 3)
(55, 85, 3)
(65, 85, 3)
(75, 85, 3)
(85, 85, 3)
(95, 85, 3)
(105, 85, 3)
(115, 85, 3)
(125, 85, 3)
(135, 85, 3)
(75, 35, 3)
(75, 45, 3)
(75, 55, 3)
(75, 65, 3)
(65, 35, 3)
(65, 45, 3)
(65, 55, 3)
(65, 65, 3)
(5, 25, 4)
(15, 25, 4)
(25, 25, 4)
(35, 25, 4)
(45, 25, 4)
(55, 25, 4)
(65, 25, 4)
(75, 25, 4)
(85, 25, 4)
(95, 25, 4)
(105, 25, 4)
(115, 25, 4)
(125, 25, 4)
(135, 25, 4)
(5, 35, 4)
(15, 35, 4)
(25, 35, 4)
(35, 35, 4)
(45, 35, 4)
(55, 35, 4)
(65, 35, 4)
(75, 35, 4)
(85, 35, 4)
(95, 35, 4)
(105, 35, 4)
(115, 35, 4)
(125, 35, 4)
(135, 35, 4)
(5, 75, 4)
(15, 75, 4)
(25, 75, 4)
(35, 75, 4)
(45, 75, 4)
(55, 75, 4)
(65, 75, 4)
(75, 75, 4)
(85, 75, 4)
(95, 75, 4)
(105, 75, 4)
(115, 75, 4)
(125, 75, 4)
(135, 75, 4)
(5, 85, 4)
(15, 85, 4)
(25, 85, 4)
(35, 85, 4)
(45, 85, 4)
(55, 85, 4)
(65, 85, 4)
(75, 85, 4)
(85, 85, 4)
(95, 85, 4)
(105, 85, 4)
(115, 85, 4)
(125, 85, 4)
(135, 85, 4)
(75, 35, 4)
(75, 45, 4)
(75, 55, 4)
(75, 65, 4)
(65, 35, 4)
(65, 45, 4)
(65, 55, 4)
(65, 65, 4)
(5, 25, 5)
(15, 25, 5)
(25, 25, 5)
(35, 25, 5)
(45, 25, 5)
(55, 25, 5)
(65, 25, 5)
(75, 25, 5)
(85, 25, 5)
(95, 25, 5)
(105, 25, 5)
(115, 25, 5)
(125, 25, 5)
(135, 25, 5)
(5, 35, 5)
(15, 35, 5)
(25, 35, 5)
(35, 35, 5)
(45, 35, 5)
(55, 35, 5)
(65, 35, 5)
(75, 35, 5)
(85, 35, 5)
(95, 35, 5)
(105, 35, 5)
(115, 35, 5)
(125, 35, 5)
(135, 35, 5)
(5, 75, 5)
(15, 75, 5)
(25, 75, 5)
(35, 75, 5)
(45, 75, 5)
(55, 75, 5)
(65, 75, 5)
(75, 75, 5)
(85, 75, 5)
(95, 75, 5)
(105, 75, 5)
(115, 75, 5)
(125, 75, 5)
(135, 75, 5)
(5, 85, 5)
(15, 85, 5)
(25, 85, 5)
(35, 85, 5)
(45, 85, 5)
(55, 85, 5)
(65, 85, 5)
(75, 85, 5)
(85, 85, 5)
(95, 85, 5)
(105, 85, 5)
(115, 85, 5)
(125, 85, 5)
(135, 85, 5)
(75, 35, 5)
(75, 45, 5)
(75, 55, 5)
(75, 65, 5)
(65, 35, 5)
(65, 45, 5)
(65, 55, 5)
(65, 65, 5)
(5, 25, 6)
(15, 25, 6)
(25, 25, 6)
(35, 25, 6)
(45, 25, 6)
(55, 25, 6)
(65, 25, 6)
(75, 25, 6)
(85, 25, 6)
(95, 25, 6)
(105, 25, 6)
(115, 25, 6)
(125, 25, 6)
(135, 25, 6)
(5, 35, 6)
(15, 35, 6)
(25, 35, 6)
(35, 35, 6)
(45, 35, 6)
(55, 35, 6)
(65, 35, 6)
(75, 35, 6)
(85, 35, 6)
(95, 35, 6)
(105, 35, 6)
(115, 35, 6)
(125, 35, 6)
(135, 35, 6)
(5, 75, 6)
(15, 75, 6)
(25, 75, 6)
(35, 75, 6)
(45, 75, 6)
(55, 75, 6)
(65, 75, 6)
(75, 75, 6)
(85, 75, 6)
(95, 75, 6)
(105, 75, 6)
(115, 75, 6)
(125, 75, 6)
(135, 75, 6)
(5, 85, 6)
(15, 85, 6)
(25, 85, 6)
(35, 85, 6)
(45, 85, 6)
(55, 85, 6)
(65, 85, 6)
(75, 85, 6)
(85, 85, 6)
(95, 85, 6)
(105, 85, 6)
(115, 85, 6)
(125, 85, 6)
(135, 85, 6)
(75, 35, 6)
(75, 45, 6)
(75, 55, 6)
(75, 65, 6)
(65, 35, 6)
(65, 45, 6)
(65, 55, 6)
(65, 65, 6)
(5, 25, 7)
(15, 25, 7)
(25, 25, 7)
(35, 25, 7)
(45, 25, 7)
(55, 25, 7)
(65, 25, 7)
(75, 25, 7)
(85, 25, 7)
(95, 25, 7)
(105, 25, 7)
(115, 25, 7)
(125, 25, 7)
(135, 25, 7)
(5, 35, 7)
(15, 35, 7)
(25, 35, 7)
(35, 35, 7)
(45, 35, 7)
(55, 35, 7)
(65, 35, 7)
(75, 35, 7)
(85, 35, 7)
(95, 35, 7)
(105, 35, 7)
(115, 35, 7)
(125, 35, 7)
(135, 35, 7)
(5, 75, 7)
(15, 75, 7)
(25, 75, 7)
(35, 75, 7)
(45, 75, 7)
(55, 75, 7)
(65, 75, 7)
(75, 75, 7)
(85, 75, 7)
(95, 75, 7)
(105, 75, 7)
(115, 75, 7)
(125, 75, 7)
(135, 75, 7)
(5, 85, 7)
(15, 85, 7)
(25, 85, 7)
(35, 85, 7)
(45, 85, 7)
(55, 85, 7)
(65, 85, 7)
(75, 85, 7)
(85, 85, 7)
(95, 85, 7)
(105, 85, 7)
(115, 85, 7)
(125, 85, 7)
(135, 85, 7)
(75, 35, 7)
(75, 45, 7)
(75, 55, 7)
(75, 65, 7)
(65, 35, 7)
(65, 45, 7)
(65, 55, 7)
(65, 65, 7)
(5, 25, 8)
(15, 25, 8)
(25, 25, 8)
(35, 25, 8)
(45, 25, 8)
(55, 25, 8)
(65, 25, 8)
(75, 25, 8)
(85, 25, 8)
(95, 25, 8)
(105, 25, 8)
(115, 25, 8)
(125, 25, 8)
(135, 25, 8)
(5, 35, 8)
(15, 35, 8)
(25, 35, 8)
(35, 35, 8)
(45, 35, 8)
(55, 35, 8)
(65, 35, 8)
(75, 35, 8)
(85, 35, 8)
(95, 35, 8)
(105, 35, 8)
(115, 35, 8)
(125, 35, 8)
(135, 35, 8)
(5, 75, 8)
