5000,94.02
1e+04,383.2
1.5e+04,1068
2e+04,2049
2.5e+04,4194
3e+04,4252
3.5e+04,722.9
4e+04,1547
4.5e+04,1299
5e+04,2109
5.5e+04,1526
6e+04,1780
6.5e+04,191.9
7e+04,3799
7.5e+04,3763
8e+04,3992
8.5e+04,4205
9e+04,4407
9.5e+04,4236
1e+05,3132
1.05e+05,2822
1.1e+05,4444
1.15e+05,3682
1.2e+05,3737
1.25e+05,3889
1.3e+05,4106
1.35e+05,3597
1.4e+05,4411
1.45e+05,4192
1.5e+05,3821
1.55e+05,3766
1.6e+05,4343
1.65e+05,4041
1.7e+05,3816
1.75e+05,3721
1.8e+05,3779
1.85e+05,3898
1.9e+05,3999
1.95e+05,3203
2e+05,3841
2.05e+05,3978
2.1e+05,3765
2.15e+05,4190
2.2e+05,4387
2.25e+05,4062
2.3e+05,3777
2.35e+05,4185
2.4e+05,4254
2.45e+05,3971
2.5e+05,3173
2.55e+05,3127
2.6e+05,3997
2.65e+05,3605
2.7e+05,4504
2.75e+05,3974
2.8e+05,4023
2.85e+05,3565
2.9e+05,4163
2.95e+05,3955
3e+05,3705
3.05e+05,4507
3.1e+05,4257
3.15e+05,4222
3.2e+05,4048
3.25e+05,4234
3.3e+05,3959
3.35e+05,4228
3.4e+05,4511
3.45e+05,4251
3.5e+05,3990
3.55e+05,4404
3.6e+05,4010
3.65e+05,3980
3.7e+05,4235
3.75e+05,3332
3.8e+05,3830
3.85e+05,3714
3.9e+05,4025
3.95e+05,4193
4e+05,4296
4.05e+05,4246
4.1e+05,4172
4.15e+05,4048
4.2e+05,4502
4.25e+05,4226
4.3e+05,3981
4.35e+05,3907
4.4e+05,4449
4.45e+05,3797
4.5e+05,4255
4.55e+05,4402
4.6e+05,4436
4.65e+05,4255
4.7e+05,4050
4.75e+05,4064
4.8e+05,3771
4.85e+05,3892
4.9e+05,4153
4.95e+05,3995
5e+05,4477
