-1.38416,-1.70018,-0.481454,-2.48055,-2.04348
-2.18953,-1.06659,-1.18481,-1.55621,-1.53506
-2.3927,-2.05648,-1.9289,-1.69778,-1.78303
-1.83081,-1.83336,-1.97516,-1.9691,-2.3244
1.89766,1.7664,1.97307,2.16014,2.33816
2.35527,1.98312,1.83543,1.81804,1.80857
2.14481,1.27694,0.986356,1.42756,1.52681
1.40744,1.64847,0.581522,2.40058,2.0736
-2.37757,-2.01242,-1.86946,-1.84987,-1.79305
-1.88038,-1.74132,-1.94058,-2.11822,-2.35332
-1.40682,-1.64812,-0.580977,-2.40015,-2.07309
-2.14506,-1.27684,-0.986444,-1.42773,-1.52698
2.1892,1.06727,1.18484,1.55585,1.53491
1.38492,1.70095,0.482034,2.48077,2.04402
1.84594,1.85587,2.00372,2.00795,2.31432
2.37169,2.02781,1.89866,1.66873,1.79332
0.250326,0,0,0,0
0.250326,0,0,0,0
0.245519,0.246728,0.249493,0.245298,0.245752
0.000986029,0.0126488,0.0176654,0.0132249,0.000956789
-0.000264968,0.0192446,-0.00213136,-0.0196075,0.000250415
0.245666,0.246763,0.24933,0.245198,0.245613
0.000856851,-0.0101967,-0.0142854,-0.0106903,0.00108597
0.000155096,0.0195548,-0.00163996,-0.0207259,-0.000291988
