0.104797,-0.351,0.161483,-0.167523,-0.126446
-0.116833,-0.0712651,0.00466716,0.0688257,0.114636
0.126443,0.0857019,0.00498532,-0.0560833,-0.104777
-0.114664,0.161626,-0.0314684,0.162695,0.116838
-1.50331,-0.686446,-1.15551,-1.60112,-1.53884
-1.53521,-1.53591,-1.55272,-1.50782,-1.50447
1.53882,1.48666,1.53079,1.53567,1.50331
1.50447,0.652884,1.18332,1.54758,1.53523
-0.126443,-0.0857019,-0.00498532,0.0560833,0.104777
0.114664,-0.161626,0.0314684,-0.162695,-0.116838
-0.104797,0.351,-0.161483,0.167523,0.126446
0.116833,0.0712651,-0.00466716,-0.0688257,-0.114636
-1.53882,-1.48666,-1.53079,-1.53567,-1.50331
-1.50447,-0.652884,-1.18332,-1.54758,-1.53523
1.50331,0.686446,1.15551,1.60112,1.53884
1.53521,1.53591,1.55272,1.50782,1.50447
0.133294,0,0,0,0
0.133294,0,0,0,0
0.224399,0.223972,0.228628,0.226737,0.22447
0.000395242,0.00316175,0.00675537,0.00417003,0.000636279
1.61745e-05,0.00912114,0.00050876,-0.00793472,5.22373e-06
0.224398,0.223962,0.228622,0.226725,0.22447
0.000544632,-0.00241277,-0.00545896,-0.00277781,0.000486845
6.87364e-05,0.00900375,0.000919559,-0.00774947,6.58299e-05
