-1.53417,-2.11392,-0.475771,-2.33772,-2.03596
-2.06044,-0.863128,-1.49969,-1.61153,-1.65038
-2.39251,-2.04711,-2.23227,-1.75736,-1.9838
-1.93716,-2.03509,-1.90141,-2.10719,-2.2458
2.02197,1.82017,2.21479,2.0636,2.25167
2.2495,2.18844,1.86632,2.06311,1.9627
2.0344,1.07054,1.35149,1.52135,1.64378
1.56945,1.89681,0.649031,2.24763,2.04944
-2.2597,-2.21841,-1.8841,-2.08247,-1.96781
-2.01269,-1.7958,-2.19497,-2.04272,-2.24351
-1.56878,-1.89659,-0.648724,-2.24734,-2.04899
-2.03473,-1.07033,-1.35156,-1.5211,-1.64389
2.05994,0.863504,1.49962,1.61178,1.65018
1.53502,2.11406,0.476349,2.3378,2.03647
1.94645,2.05782,1.92013,2.12618,2.25581
2.38171,2.01887,2.21491,1.73995,1.97699
0.242739,0,0,0,0
0.242748,0,0,0,0
0.255241,0.258318,0.260802,0.252854,0.255351
0.000447008,0.00465947,0.0112569,0.00517114,0.000642862
-9.13979e-05,0.0191176,-0.00370288,-0.0191213,0.000122731
0.255268,0.258353,0.260825,0.252838,0.255323
0.00054667,-0.00358961,-0.00939563,-0.00341748,0.000543232
0.000159894,0.0193791,-0.00343915,-0.0192649,-9.40247e-05
