5000,594.3
1e+04,2258
1.5e+04,2997
2e+04,4331
2.5e+04,4364
3e+04,4413
3.5e+04,4458
4e+04,4461
4.5e+04,4495
5e+04,4419
5.5e+04,4527
6e+04,4465
6.5e+04,4506
7e+04,4476
7.5e+04,4443
8e+04,4444
8.5e+04,4510
9e+04,4430
9.5e+04,4546
1e+05,4569
1.05e+05,4452
1.1e+05,4495
1.15e+05,4524
1.2e+05,4484
1.25e+05,4357
1.3e+05,4449
1.35e+05,4484
1.4e+05,4463
1.45e+05,4519
1.5e+05,4456
1.55e+05,4467
1.6e+05,4516
1.65e+05,4473
1.7e+05,4408
1.75e+05,4488
1.8e+05,4522
1.85e+05,4511
1.9e+05,4296
1.95e+05,4356
2e+05,4434
2.05e+05,4501
2.1e+05,4487
2.15e+05,4507
2.2e+05,4479
2.25e+05,4266
2.3e+05,4517
2.35e+05,4527
2.4e+05,4533
2.45e+05,4467
2.5e+05,4464
2.55e+05,4358
2.6e+05,4431
2.65e+05,4496
2.7e+05,4482
2.75e+05,4465
2.8e+05,4445
2.85e+05,4513
2.9e+05,4473
2.95e+05,4516
3e+05,4444
3.05e+05,4504
3.1e+05,4483
3.15e+05,4517
3.2e+05,4521
3.25e+05,4413
3.3e+05,4513
3.35e+05,4500
3.4e+05,4474
3.45e+05,4493
3.5e+05,4368
3.55e+05,4490
3.6e+05,4497
3.65e+05,4520
3.7e+05,4556
3.75e+05,4532
3.8e+05,4468
3.85e+05,4500
3.9e+05,4438
3.95e+05,4467
4e+05,4487
4.05e+05,4472
4.1e+05,4546
4.15e+05,4484
4.2e+05,4419
4.25e+05,4473
4.3e+05,4434
4.35e+05,4496
4.4e+05,4535
4.45e+05,4473
4.5e+05,4459
4.55e+05,4520
4.6e+05,4317
4.65e+05,4496
4.7e+05,4481
4.75e+05,4495
4.8e+05,4476
4.85e+05,4457
4.9e+05,3995
4.95e+05,4287
5e+05,4495
