url,label
http://lh4.ggpht.com/vFHi_CVNffn9Z-tvijRw2M3m7C8fl01XjkNzJmT5AMYAaYBLmm5i1aevQ7RhtRupUAv6mJzjhvP9CP4bRsrHbQ=s400-c,positive
http://media.istockphoto.com/photos/cheerful-girl-is-sitting-with-healthy-food-picture-id477328054?k=6&amp;m=477328054&amp;s=612x612&amp;w=0&amp;h=aRlndxoGer7rDYR3K5BJwxwA1dTOvEylpWh9_cV97jg=,negative
http://static5.depositphotos.com/1035918/488/i/110/depositphotos_4888810-Candies-and-goodies.jpg,negative
https://thumbs.dreamstime.com/m/background-made-colorful-candy-22713422.jpg,negative
https://media.istockphoto.com/photos/latin-woman-holding-some-vegetables-picture-id174400948,negative
http://static8.depositphotos.com/1004678/923/i/950/depositphotos_9234529-Bunch-of-carrots.jpg,negative
https://lh4.ggpht.com/UlaQQSn21FoWIvF6QUQhzu0Q0eKrHT4fqQCRDfFqDH138ImDJV4CpHwA_5SEYnd2Wkk=w170,negative
https://images.creativemarket.com/0.1.0/ps/4159124/300/200/m1/fpc/wm0/tqrp1fungjtnr89k1n1wdf1afnwfmqixyhfwbjsibmo2ixb4pfyulfk1cz4glypt-.jpg?1521491922&s=14a82d6db5e939226a9353a077293cb2,no image
https://i.pinimg.com/236x/dc/fd/bf/dcfdbf7b1e455b33ddef40c357590ad8--pea-salad-warm.jpg,no image
https://cdn1.vectorstock.com/i/thumb-large/70/25/fast-food-and-drinks-sketch-set-vector-4897025.jpg,negative
https://thesugarbreakup.files.wordpress.com/2013/08/anna-donut-fritters-done.jpg?w=300&h=225,negative
https://image.shutterstock.com/image-photo/salad-fresh-vegetable-tomato-onion-260nw-1104812147.jpg,positive
https://images.pond5.com/fresh-salad-tomatoes-and-cucumbers-photo-018190586_iconm.jpeg,positive
https://static9.bigstockphoto.com/thumbs/7/9/5/small2/597469.jpg,negative
https://media.istockphoto.com/photos/fresh-garden-salad-on-a-plate-isolated-picture-id94968788?k=6&amp;m=94968788&amp;s=612x612&amp;w=0&amp;h=DxRepyzjwnHUz49lxYesaz1VA9m5AWNfC7nIWqvTVN8=,positive
https://easyfatlosscooking.com/wp-content/uploads/2015/02/hqdefault12-263x148.jpg,negative
https://t4.thpservices.com/previewimage/gallil/c067c111a561a2500acc0206e9ad6c1a/esy-001404793.jpg,positive
http://st.depositphotos.com/1007566/4026/v/170/depositphotos_40260195-Fast-food.jpg,negative
https://i.pinimg.com/236x/81/cf/75/81cf7595a9af9459f490103a70586d13.jpg,negative
https://www.pizzaexpress.vn/wp-content/uploads/2018/06/S2-260x204.jpg,positive
https://i.pinimg.com/736x/33/67/71/336771ed4f84678caae285b927b17cbb.jpg,positive
http://static5.depositphotos.com/1035918/488/i/170/depositphotos_4888810-Candies-and-goodies.jpg,negative
https://cdn.xxl.thumbs.canstockphoto.com/seamless-pattern-of-healthy-vegetables-farm-product-cartoon-flat-style-seamless-pattern-of-healthy-image_csp47618171.jpg,negative
https://us.123rf.com/450wm/seralexvi/seralexvi1509/seralexvi150900063/44885329-fresh-fruits-and-vegetables-falling-on-white-background.jpg?ver=6,negative
https://thumbs.dreamstime.com/m/vegetables-icons-20455505.jpg,negative
https://cdn5.vectorstock.com/i/thumbs/61/46/icon-cartoon-burger-fries-design-vector-10586146.jpg,negative
https://t4.ftcdn.net/jpg/02/05/99/55/240_F_205995594_V36spY7Wzime5odKKorbVCjVd4LxBlrX.jpg,negative
http://media.istockphoto.com/photos/vegetables-on-a-lettuce-leaf-picture-id147040280,negative
https://thumbs.dreamstime.com/t/healthy-lifestyle-series-lettuce-tomatoes-9831252.jpg,positive
https://breagettingfit.com/wp-content/uploads/strawberry-salad-1-120x120.jpg,positive
https://www.anabolicmen.com/wp-content/uploads/2015/10/trans-fats-tend-to-supress-normal-androgen-production-250x177.jpg,negative
https://t1.ftcdn.net/jpg/00/64/05/08/400_F_64050877_LJiUFcLsLcDiGRPz3lhI9SrdD97qo04z.jpg,positive
https://thumbs.dreamstime.com/t/girl-eating-salad-sitting-her-bed-23821048.jpg,positive
https://thumbs.dreamstime.com/x/feta-cheese-salad-dressing-24728899.jpg,positive
https://thumbs.dreamstime.com/m/retro-banner-cheeseburger-24928313.jpg,negative
https://img.freepik.com/vecteurs-libre/fast-food-background-illustration-retro_67419-59.jpg?size=338&ext=jpg,negative
http://4.bp.blogspot.com/-_KChs1TcIEE/UuOrkpmJwzI/AAAAAAAABzE/w_ErPpyVmHc/s1600/Healthy+Eating.png,negative
https://us.123rf.com/450wm/yupiramos/yupiramos1804/yupiramos180406166/98997041-fast-food-product-icons-vector-illustration-design.jpg?ver=6,negative
https://thumbs.dreamstime.com/m/healthy-food-menu-template-vector-illustration-27916998.jpg,negative
https://i.pinimg.com/236x/5a/b3/e1/5ab3e142fefd5a91b7f1061db6969e4e--simple-spinach-salad-spinach-salads.jpg,positive
https://64.media.tumblr.com/tumblr_m4l0onjDeY1ruw8cno1_500.jpg,positive
https://i.pinimg.com/236x/8f/ac/a8/8faca89de0747e0739167601a9ca4941--healthy-life-healthy-snacks.jpg,positive
https://cdn.vectorstock.com/i/thumb-large/71/95/healthy-vegetables-and-vegetarian-food-vector-13807195.jpg,negative
https://i.ytimg.com/vi/xDaYa0AB8TQ/mqdefault.jpg,negative
https://henpicked.net/wp-content/uploads/2016/04/Sugar-Addiction-Article.jpg,negative
http://st.depositphotos.com/1022214/1416/i/170/depositphotos_14168676-Spanish-calamares-a-la-romana-squid-rings-breaded-and-fried.jpg,negative
http://media.istockphoto.com/photos/assorted-raw-organic-vegetables-picture-id494390498?k=6&amp;m=494390498&amp;s=170667a&amp;w=0&amp;h=B6oE_zHPQ2VSXM5a8IoxCfVsMwpC6isy7hofRkE_mAc=,negative
