url,label
http://images.edge-generalmills.com/f2268c20-04e1-4ef7-b40b-346aad364d7e.jpg,negative
https://i.pinimg.com/236x/2c/f4/2e/2cf42ea5eebe26f120ae689a9c54ca22.jpg,no image
https://nutfreenewyork.files.wordpress.com/2016/08/img_3378.jpg?w=580&,positive
http://media.istockphoto.com/photos/ahi-and-salad-greens-picture-id157197442?k=6&amp;m=157197442&amp;s=612x612&amp;w=0&amp;h=xTYt4ixiEP-LDkFy0ld9D3ZXM1-R32YFI4hn9AE8kUM=,positive
https://t4.ftcdn.net/jpg/01/01/35/85/240_F_101358587_RT9oyna7aiqo8MXkkwwd5oqWkRXxXeko.jpg,negative
https://cdn.shopify.com/s/files/1/0410/6135/1589/products/LOIN-5-8-CHINA_580x.png?v=1598278194,positive
http://i.kinja-img.com/gawker-media/image/upload/s--Q0hDrxFi--/c_fit,f_auto,fl_progressive,q_80,w_636/17qeflmwc6y5kgif.jpg,negative
https://canit.co.za/wp-content/uploads/2019/10/Mini-Custom-Tin-Can-500x383.jpg,negative
http://lh5.ggpht.com/j_mkeBLWzZr1y9AuYZ2MsEvS6MjPA00uhdyqd7otwHsQkmpHi9RtrmO48VtEhNxm_61Y8nkWwaOwkv6zSboerg=s320-c-e365,negative
https://thumbs.dreamstime.com/m/deep-sea-fishing-22701473.jpg,negative
https://t2.ftcdn.net/jpg/00/33/29/73/400_F_33297367_KnnDPtvCT8s79Zz2gVUAXzhqHKKnKWnU.jpg,positive
https://media.tacdn.com/media/attractions-splice-spp-154x109/06/e5/b8/a3.jpg,negative
https://i.pinimg.com/736x/0a/f1/08/0af108dfca7f8be272940161ae84ac5c.jpg,positive
https://thumbs.dreamstime.com/t/food-tin-can-lid-18111983.jpg,negative
https://i.pinimg.com/236x/39/56/dc/3956dc641ed427f8a46117d429aa3ef9.jpg,positive
https://farm8.staticflickr.com/7024/13942433585_37f9b7760c_n.jpg,no image
