url,label
https://cdn.shopify.com/s/files/1/0221/8972/products/Resized-525x700-1501-Breezy-Wavez-Cosmic-Teal-Swatch_525x700_d1a691dd-13c3-49ad-b5ad-84b8776ae55d_300x.jpg?v=1617822124,negative
https://cdn.shopify.com/s/files/1/0266/7991/products/P1B33_280e804e-5c0f-441e-9420-cd8b5784d87e_grande.jpg?v=1579799059,negative
https://i2.wp.com/www.stylezco.com/wp-content/uploads/2018/10/Hottest-Firey-Hair-Color-Shades-for-Autumn.jpg?resize=270%2C180&ssl=1,positive
https://i.pinimg.com/236x/81/05/d8/8105d82f9f8fff49c2dbcbb1b03e3a0c.jpg,positive
https://hannahair.eu/data/articles/images/small/s_1432.jpg?version=qavxQyp,negative
https://thumbs.dreamstime.com/t/pretty-woman-red-hair-2996144.jpg,negative
https://cdn.shopify.com/s/files/1/1410/9094/products/CHOCOLATE.DCHERRY_1d900506-cb7b-44bd-950a-361fdb5bf0ce_medium.jpg?v=1477948379,negative
https://hannahair.com/data/articles/images/small/s_10104.jpg?version=25,negative
https://i1.wp.com/fasbest.com/wp-content/uploads/2017/07/Crazy-Colorful-Hair-Colour-Ideas-For-Long-Hair-2.jpg?w=159&h=231&ssl=1,positive
http://static8.depositphotos.com/1491329/1060/i/110/depositphotos_10605673-Healthy-Long-Hair.jpg,positive
https://cdn.shopify.com/s/files/1/1025/3631/products/ew_chocolate_mix_14e11817-5bd7-4647-a0ec-63b488eb141a_grande.jpg?v=1603947411,negative
https://cdn.shopify.com/s/files/1/1410/9094/products/FS2V.F31V_35a97144-fc58-4520-9990-a5ec675f45a8_medium.jpg?v=1494188734,negative
http://tse4.mm.bing.net/th?id=OIP.85smvQC-V7zbZkcQ-KpDxgCoEs,positive
http://i.pinimg.com/192x/01/36/98/013698da73e6f99e2cd2ff0a61cd8ac3.jpg,positive
https://img.thrfun.com/img/003/622/red_hair_tm.jpg,negative
https://cdn.shopify.com/s/files/1/1416/7544/products/RL33-35_08c809d6-c21c-4bd7-bc33-0ab692ad160f_medium.jpg?v=1571609930,negative
https://wir.skyrock.net/wir/v1/profilcrop/?c=isi&amp;im=%2F1000%2F86771000%2Fpics%2F3146610688_1_2_Sa5dgYum.jpg&amp;w=298&amp;h=447,positive
https://i.pinimg.com/192x/01/36/98/013698da73e6f99e2cd2ff0a61cd8ac3.jpg,positive
https://static7.bigstockphoto.com/thumbs/4/9/3/small2/39449587.jpg,positive
