ligand_id,r_i_docking_score,Smiles,dG bind,dG bind err
0,-8.653732000000002,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2Cl)c1[H],-2.9953510262053555,0.4547610719695181
1000,-8.0893,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2([H])C([H])([H])[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c(Cl)c([H])c2OC([H])([H])[H])c1[H],11.781399681235197,0.4807970706715598
1001,-8.189998,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2([H])C([H])([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c(Cl)c([H])c2OC([H])([H])[H])c1[H],13.845681184938991,0.4758617617381189
1002,-8.072224,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2(C([H])([H])[H])C([H])([H])[H])c([H])c(N([H])C(=O)c2c([H])c([H])c(Cl)c([H])c2OC([H])([H])[H])c1[H],22.66209234182003,0.4877535234883129
1003,-9.52023,[H]OC([H])([H])C1([H])C([H])([H])C1([H])C(=O)N([H])c1nc([H])c(F)c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2Cl)c1[H],2.4195639901207926,0.4682674213709443
1004,-8.069526,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2(C([H])([H])[H])C([H])([H])[H])c([H])c(N([H])C(=O)c2c([H])c(Cl)c([H])c([H])c2OC([H])([H])[H])c1[H],17.846520678518203,0.4803056291229959
1005,-8.865079,[H]Oc1c([H])c([H])c(C(=O)N([H])c2c([H])c([H])nc(N([H])C(=O)C3([H])C([H])([H])C3([H])C([H])([H])[H])c2[H])c(Cl)c1[H],0.3397619170829671,0.4603150806650215
1006,-8.636353999999999,[H]Oc1c([H])c([H])c([H])c(C(=O)N([H])c2c([H])c([H])nc(N([H])C(=O)C3([H])C([H])([H])C3(C([H])([H])[H])C([H])([H])[H])c2[H])c1Cl,4.638666748319736,0.4700939281281922
1007,-9.045461,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c(OC([H])([H])[H])c([H])c([H])c2Cl)c1F,-0.0235699365630637,0.4804586796312698
1008,-8.633087,[H]Oc1c([H])c([H])c(C(=O)N([H])c2c([H])c([H])nc(N([H])C(=O)C3([H])C([H])([H])OC([H])([H])C3([H])[H])c2[H])c(Cl)c1[H],3.4635885446361385,0.4671740540568461
