5000,882.6
1e+04,1755
1.5e+04,1461
2e+04,1197
2.5e+04,1867
3e+04,1635
3.5e+04,1309
4e+04,1272
4.5e+04,1607
5e+04,1423
5.5e+04,1686
6e+04,1293
6.5e+04,1433
7e+04,1219
7.5e+04,1070
8e+04,1281
8.5e+04,1268
9e+04,1630
9.5e+04,1096
1e+05,1114
1.05e+05,1376
1.1e+05,1233
1.15e+05,1467
1.2e+05,1387
1.25e+05,1669
1.3e+05,1638
1.35e+05,1397
1.4e+05,1463
1.45e+05,1321
1.5e+05,1346
1.55e+05,1423
1.6e+05,1245
1.65e+05,1584
1.7e+05,1393
1.75e+05,1344
1.8e+05,1272
1.85e+05,1268
1.9e+05,1489
1.95e+05,1432
2e+05,1420
2.05e+05,1441
2.1e+05,1047
2.15e+05,1248
2.2e+05,1117
2.25e+05,1371
2.3e+05,1371
2.35e+05,1461
2.4e+05,1127
2.45e+05,1101
2.5e+05,1391
2.55e+05,1311
2.6e+05,1199
2.65e+05,1367
2.7e+05,1781
2.75e+05,1594
2.8e+05,1220
2.85e+05,1142
2.9e+05,1443
2.95e+05,1244
3e+05,1119
3.05e+05,1399
3.1e+05,1275
3.15e+05,1112
3.2e+05,1132
3.25e+05,1711
3.3e+05,1293
3.35e+05,1402
3.4e+05,1051
3.45e+05,1429
3.5e+05,1283
3.55e+05,1581
3.6e+05,1386
3.65e+05,1450
3.7e+05,1506
3.75e+05,1532
3.8e+05,1187
3.85e+05,1412
3.9e+05,1503
3.95e+05,1303
4e+05,1349
4.05e+05,1444
4.1e+05,1457
4.15e+05,1272
4.2e+05,1184
4.25e+05,1381
4.3e+05,1150
4.35e+05,1361
4.4e+05,1100
4.45e+05,1342
4.5e+05,1238
4.55e+05,1749
4.6e+05,1311
4.65e+05,1292
4.7e+05,1346
4.75e+05,1273
4.8e+05,1592
4.85e+05,1401
4.9e+05,1180
4.95e+05,1244
5e+05,1197
