5000,248.8
1e+04,872.3
1.5e+04,907
2e+04,1325
2.5e+04,11.12
3e+04,895.9
3.5e+04,161.6
4e+04,935
4.5e+04,21.32
5e+04,1027
5.5e+04,17.52
6e+04,14.89
6.5e+04,14.95
7e+04,21.54
7.5e+04,23.25
8e+04,25.48
8.5e+04,19.29
9e+04,25.31
9.5e+04,23.18
1e+05,14.11
1.05e+05,24.9
1.1e+05,20.61
1.15e+05,25.55
1.2e+05,576.3
1.25e+05,1030
1.3e+05,19.92
1.35e+05,21.29
1.4e+05,18.12
1.45e+05,1025
1.5e+05,19.1
1.55e+05,17.13
1.6e+05,261.5
1.65e+05,19.81
1.7e+05,719.2
1.75e+05,983.8
1.8e+05,17.25
1.85e+05,13.87
1.9e+05,14.83
1.95e+05,21.93
2e+05,29.45
2.05e+05,14.1
2.1e+05,20.44
2.15e+05,62.22
2.2e+05,830.1
2.25e+05,451.5
2.3e+05,216.4
2.35e+05,16.63
2.4e+05,68.98
2.45e+05,25.44
2.5e+05,15.15
2.55e+05,97.74
2.6e+05,15.43
2.65e+05,14.5
2.7e+05,16.54
2.75e+05,801.3
2.8e+05,14.93
2.85e+05,46.1
2.9e+05,16.69
2.95e+05,25.31
3e+05,16.77
3.05e+05,13.1
3.1e+05,20.46
3.15e+05,20.46
3.2e+05,33.91
3.25e+05,40.36
3.3e+05,32.14
3.35e+05,17.81
3.4e+05,18.02
3.45e+05,16.09
3.5e+05,127.2
3.55e+05,17.69
3.6e+05,30.18
3.65e+05,15.9
3.7e+05,71.17
3.75e+05,16.62
3.8e+05,13.96
3.85e+05,24.54
3.9e+05,16.51
3.95e+05,16.34
4e+05,23.33
4.05e+05,14.35
4.1e+05,16.11
4.15e+05,1067
4.2e+05,31.59
4.25e+05,19.39
4.3e+05,17.59
4.35e+05,31.96
4.4e+05,16.21
4.45e+05,21.23
4.5e+05,61.1
4.55e+05,19.24
4.6e+05,18.24
4.65e+05,16.71
4.7e+05,16.06
4.75e+05,16.54
4.8e+05,17.83
4.85e+05,29.22
4.9e+05,35.37
4.95e+05,17.36
5e+05,17.13
