reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-12-13,wk inc covid hosp,0,2025-12-13,01,quantile,0.01,47.0
2025-12-13,wk inc covid hosp,0,2025-12-13,01,quantile,0.025,48.0
2025-12-13,wk inc covid hosp,0,2025-12-13,01,quantile,0.05,49.0
2025-12-13,wk inc covid hosp,0,2025-12-13,01,quantile,0.1,50.0
2025-12-13,wk inc covid hosp,0,2025-12-13,01,quantile,0.15,52.0
2025-12-13,wk inc covid hosp,0,2025-12-13,01,quantile,0.2,53.0
2025-12-13,wk inc covid hosp,0,2025-12-13,01,quantile,0.25,55.0
2025-12-13,wk inc covid hosp,0,2025-12-13,01,quantile,0.3,56.0
2025-12-13,wk inc covid hosp,0,2025-12-13,01,quantile,0.35,58.0
2025-12-13,wk inc covid hosp,0,2025-12-13,01,quantile,0.4,59.0
2025-12-13,wk inc covid hosp,0,2025-12-13,01,quantile,0.45,61.0
2025-12-13,wk inc covid hosp,0,2025-12-13,01,quantile,0.5,63.0
2025-12-13,wk inc covid hosp,0,2025-12-13,01,quantile,0.55,66.0
2025-12-13,wk inc covid hosp,0,2025-12-13,01,quantile,0.6,69.0
2025-12-13,wk inc covid hosp,0,2025-12-13,01,quantile,0.65,71.0
2025-12-13,wk inc covid hosp,0,2025-12-13,01,quantile,0.7,73.0
2025-12-13,wk inc covid hosp,0,2025-12-13,01,quantile,0.75,74.0
2025-12-13,wk inc covid hosp,0,2025-12-13,01,quantile,0.8,76.0
2025-12-13,wk inc covid hosp,0,2025-12-13,01,quantile,0.85,78.0
2025-12-13,wk inc covid hosp,0,2025-12-13,01,quantile,0.9,81.0
2025-12-13,wk inc covid hosp,0,2025-12-13,01,quantile,0.95,89.0
2025-12-13,wk inc covid hosp,0,2025-12-13,01,quantile,0.975,98.0
2025-12-13,wk inc covid hosp,0,2025-12-13,01,quantile,0.99,102.0
2025-12-13,wk inc covid hosp,0,2025-12-13,02,quantile,0.01,1.0
2025-12-13,wk inc covid hosp,0,2025-12-13,02,quantile,0.025,1.0
2025-12-13,wk inc covid hosp,0,2025-12-13,02,quantile,0.05,2.0
2025-12-13,wk inc covid hosp,0,2025-12-13,02,quantile,0.1,2.0
2025-12-13,wk inc covid hosp,0,2025-12-13,02,quantile,0.15,2.0
2025-12-13,wk inc covid hosp,0,2025-12-13,02,quantile,0.2,3.0
2025-12-13,wk inc covid hosp,0,2025-12-13,02,quantile,0.25,4.0
2025-12-13,wk inc covid hosp,0,2025-12-13,02,quantile,0.3,5.0
2025-12-13,wk inc covid hosp,0,2025-12-13,02,quantile,0.35,6.0
2025-12-13,wk inc covid hosp,0,2025-12-13,02,quantile,0.4,6.0
2025-12-13,wk inc covid hosp,0,2025-12-13,02,quantile,0.45,7.0
2025-12-13,wk inc covid hosp,0,2025-12-13,02,quantile,0.5,9.0
2025-12-13,wk inc covid hosp,0,2025-12-13,02,quantile,0.55,10.0
2025-12-13,wk inc covid hosp,0,2025-12-13,02,quantile,0.6,12.0
2025-12-13,wk inc covid hosp,0,2025-12-13,02,quantile,0.65,14.0
