Tensor2Tensor HParams,MOSES BLEU,Sparsity,begin_pruning_step,end_pruning_step,pruning_frequency,regularization,threshold_decay
sparse_transformer_magnitude_pruning,24.51,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.46,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.36,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.66,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.82,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.69,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.71,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.55,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.42,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.75,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.41,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.56,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.28,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.76,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.58,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.77,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.34,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.44,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.52,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.55,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.48,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.69,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.64,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.97,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.58,0.5,100000,400000,10000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.88,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.98,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.88,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.22,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.95,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.98,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.14,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.98,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.01,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.04,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.95,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.7,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.09,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.04,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.93,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.04,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.8,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.95,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.9,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.91,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.66,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.84,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,24.22,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.98,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.9,0.600001454353,100000,400000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.18,0.700000524521,100000,300000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.11,0.700000524521,100000,300000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.19,0.700000524521,100000,300000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,22.92,0.700000524521,100000,300000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.05,0.700000524521,100000,300000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,22.93,0.700000524521,100000,300000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.39,0.700000524521,100000,300000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.32,0.700000524521,100000,300000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.24,0.700000524521,100000,300000,1000,dropout+label_smoothing,0
sparse_transformer_magnitude_pruning,23.01,0.700000524521,100000,300000,1000,dropout+label_smoothing,0
