Tensor2Tensor HParams,Moses BLEU,Sparsity,begin_pruning_step,end_pruning_step,pruning_frequency,regularization,threshold_decay
sparse_transformer_random_pruning,23.62,0.5,0,500000,1000,dropout+label_smoothing,0
sparse_transformer_random_pruning,24.44,0.5,0,500000,1000,label_smoothing,0
sparse_transformer_random_pruning,23.67,0.5,0,500000,1000,none,0
sparse_transformer_random_pruning,23.53,0.5,100000,500000,1000,dropout+label_smoothing,0
sparse_transformer_random_pruning,24.14,0.499999940395,100000,500000,1000,label_smoothing,0
sparse_transformer_random_pruning,23.68,0.5,100000,500000,1000,none,0
sparse_transformer_random_pruning,22.6,0.499999940395,200000,500000,1000,dropout+label_smoothing,0
sparse_transformer_random_pruning,24.56,0.5,200000,500000,1000,label_smoothing,0
sparse_transformer_random_pruning,23.64,0.499999940395,200000,500000,1000,none,0
sparse_transformer_random_pruning,22.16,0.5,300000,500000,1000,dropout+label_smoothing,0
sparse_transformer_random_pruning,24.05,0.499999940395,300000,500000,1000,label_smoothing,0
sparse_transformer_random_pruning,23.86,0.499999940395,300000,500000,1000,none,0
sparse_transformer_random_pruning,21.78,0.499999821186,400000,500000,1000,dropout+label_smoothing,0
sparse_transformer_random_pruning,23.62,0.499999821186,400000,500000,1000,label_smoothing,0
sparse_transformer_random_pruning,23.16,0.499999821186,400000,500000,1000,none,0
sparse_transformer_random_pruning,22.6,0.600001335144,0,500000,1000,dropout+label_smoothing,0
sparse_transformer_random_pruning,24.23,0.600001335144,0,500000,1000,label_smoothing,0
sparse_transformer_random_pruning,23.58,0.600001454353,0,500000,1000,none,0
sparse_transformer_random_pruning,22.1,0.600001454353,100000,500000,1000,dropout+label_smoothing,0
sparse_transformer_random_pruning,23.93,0.600001454353,100000,500000,1000,label_smoothing,0
sparse_transformer_random_pruning,23.67,0.600001335144,100000,500000,1000,none,0
sparse_transformer_random_pruning,20.98,0.600001454353,200000,500000,1000,dropout+label_smoothing,0
sparse_transformer_random_pruning,23.83,0.600001335144,200000,500000,1000,label_smoothing,0
sparse_transformer_random_pruning,23.67,0.600001454353,200000,500000,1000,none,0
sparse_transformer_random_pruning,21,0.600001335144,300000,500000,1000,dropout+label_smoothing,0
sparse_transformer_random_pruning,23.63,0.600001335144,300000,500000,1000,label_smoothing,0
sparse_transformer_random_pruning,23.45,0.600001335144,300000,500000,1000,none,0
sparse_transformer_random_pruning,19.91,0.600000619888,400000,500000,1000,dropout+label_smoothing,0
sparse_transformer_random_pruning,23.1,0.600000619888,400000,500000,1000,label_smoothing,0
sparse_transformer_random_pruning,22.45,0.600000739098,400000,500000,1000,none,0
sparse_transformer_random_pruning,20.65,0.700000405312,0,500000,1000,dropout+label_smoothing,0
sparse_transformer_random_pruning,23.52,0.700000405312,0,500000,1000,label_smoothing,0
sparse_transformer_random_pruning,23.55,0.700000405312,0,500000,1000,none,0
sparse_transformer_random_pruning,19.92,0.700000405312,100000,500000,1000,dropout+label_smoothing,0
sparse_transformer_random_pruning,23.37,0.700000405312,100000,500000,1000,label_smoothing,0
sparse_transformer_random_pruning,23.12,0.700000405312,100000,500000,1000,none,0
sparse_transformer_random_pruning,19.88,0.700000405312,200000,500000,1000,dropout+label_smoothing,0
sparse_transformer_random_pruning,23.15,0.700000405312,200000,500000,1000,label_smoothing,0
sparse_transformer_random_pruning,23.24,0.700000405312,200000,500000,1000,none,0
sparse_transformer_random_pruning,19.74,0.700000405312,300000,500000,1000,dropout+label_smoothing,0
sparse_transformer_random_pruning,22.7,0.700000405312,300000,500000,1000,label_smoothing,0
sparse_transformer_random_pruning,22.73,0.700000405312,300000,500000,1000,none,0
sparse_transformer_random_pruning,15.87,0.699999809265,400000,500000,1000,dropout+label_smoothing,0
sparse_transformer_random_pruning,21.4,0.699999809265,400000,500000,1000,label_smoothing,0
sparse_transformer_random_pruning,21.44,0.699999809265,400000,500000,1000,none,0
sparse_transformer_random_pruning,18.58,0.8000010252,0,500000,1000,dropout+label_smoothing,0
sparse_transformer_random_pruning,22.35,0.8000010252,0,500000,1000,label_smoothing,0
sparse_transformer_random_pruning,22.4,0.8000010252,0,500000,1000,none,0
sparse_transformer_random_pruning,18.19,0.8000010252,100000,500000,1000,dropout+label_smoothing,0
sparse_transformer_random_pruning,22.06,0.8000010252,100000,500000,1000,label_smoothing,0
sparse_transformer_random_pruning,21.91,0.8000010252,100000,500000,1000,none,0
sparse_transformer_random_pruning,11.63,0.8000010252,200000,500000,1000,dropout+label_smoothing,0
sparse_transformer_random_pruning,21.35,0.8000010252,200000,500000,1000,label_smoothing,0
sparse_transformer_random_pruning,21.75,0.8000010252,200000,500000,1000,none,0
sparse_transformer_random_pruning,16.35,0.8000010252,300000,500000,1000,dropout+label_smoothing,0
sparse_transformer_random_pruning,20.88,0.800000905991,300000,500000,1000,label_smoothing,0
sparse_transformer_random_pruning,20.68,0.8000010252,300000,500000,1000,none,0
sparse_transformer_random_pruning,10.38,0.799999237061,400000,500000,1000,dropout+label_smoothing,0
sparse_transformer_random_pruning,19.5,0.799999237061,400000,500000,1000,label_smoothing,0
sparse_transformer_random_pruning,19.66,0.799999117851,400000,500000,1000,none,0
sparse_transformer_random_pruning,12,0.900000691414,0,500000,1000,dropout+label_smoothing,0
sparse_transformer_random_pruning,19.12,0.900000691414,0,500000,1000,label_smoothing,0
sparse_transformer_random_pruning,19.36,0.900000691414,0,500000,1000,none,0
