frames,reward,visited_rooms,learned_transitions
0,0.0,0.0,0.0
1000000,-122.82803191170531,29.65159377316531,0.0
2000000,-245.65606382341062,32.0,4.230474285237976
3000000,-368.4840957351159,32.0,11.0
4000000,-491.31212764682124,32.0,12.43200648018525
5000000,-614.1401595585265,32.0,15.0
6000000,-736.9681914702318,32.0,18.632534481444793
7000000,-859.7962233819371,32.0,22.706671761559036
8000000,-982.6242552936425,32.0,25.0
9000000,-1000.0,32.0,26.11101625582471
10000000,-1000.0,32.0,29.0
11000000,-1000.0,32.0,32.0
12000000,-1000.0,32.0,32.0
13000000,-1000.0,32.0,32.0
14000000,-1000.0,32.0,32.0
15000000,-1000.0,32.0,32.0
16000000,-1000.0,32.0,32.0
17000000,-1000.0,32.0,32.0
18000000,-1000.0,32.0,32.0
19000000,-1000.0,32.0,32.0
20000000,-1000.0,32.0,32.0
21000000,-1000.0,32.0,32.0
22000000,-1000.0,32.0,32.0
23000000,-1000.0,32.0,32.0
24000000,-1000.0,32.0,32.0
25000000,-1000.0,32.0,32.0
26000000,-1000.0,32.0,32.0
27000000,-1000.0,32.0,35.05588571684869
28000000,-1000.0,32.0,38.17591889840616
29000000,-1000.0,32.0,40.85319747013352
30000000,-1000.0,32.0,43.49390089821047
31000000,-1000.0,32.0,45.72622082326602
32000000,-1000.0,32.0,46.0
33000000,-971.2495815364177,32.0,46.0
34000000,-854.883162317489,32.0,47.0
35000000,-738.5167430985603,32.0,48.0
36000000,-622.1503238796315,32.0,49.36156474905117
37000000,-505.7839046607029,32.0,52.0
38000000,-389.41748544177415,32.0,52.9182382461701
39000000,-273.0510662228454,32.0,54.53233183452079
40000000,-156.68464700391678,32.0,56.431850596506536
41000000,-40.31822778498804,32.0,58.0
42000000,76.0481914339407,32.0,59.0
43000000,378.85721945764715,32.0,59.28017033099783
44000000,812.3438936836477,32.0,61.416858799692584
45000000,1245.8305679096484,32.0,62.0
46000000,1679.317242135649,32.0,62.0
47000000,2112.8039163616495,32.0,62.0
48000000,2546.29059058765,32.0,62.0
49000000,2979.7772648136506,32.0,62.0
50000000,3413.263939039651,32.0,62.0
51000000,3846.7506132656517,32.0,62.0
52000000,4280.237287491652,32.0,62.0
53000000,4525.449001436826,32.0,62.0
54000000,4457.382705155752,32.0,62.457282525627846
55000000,4389.316408874679,32.0,64.17132357230356
56000000,4321.250112593606,32.0,65.90573731263281
57000000,4253.183816312532,32.0,67.99556343094673
58000000,4185.117520031459,32.0,69.0
59000000,4117.051223750386,32.0,70.0
60000000,4048.9849274693124,32.0,71.9721833593943
61000000,3980.9186311882395,32.0,72.0
62000000,3912.852334907166,32.0,72.0
63000000,3844.7860386260927,32.0,72.0
64000000,3776.7197423450198,32.0,72.0
65000000,3708.6534460639464,32.0,72.0
66000000,3640.587149782873,32.0,72.0
67000000,4011.9549938122236,32.0,72.0
68000000,4616.353363452701,32.0,72.0
69000000,5220.751733093179,32.0,72.0
70000000,5825.150102733656,32.0,72.0
71000000,6429.548472374134,32.0,72.0
72000000,7033.946842014611,32.0,72.0
73000000,7638.345211655089,32.0,72.0
74000000,8242.743581295566,32.0,72.0
75000000,8847.141950936044,32.0,72.0
76000000,9451.540320576521,32.0,72.0
77000000,10055.938690216999,32.0,73.59997819331625
78000000,10660.337059857477,32.0,76.2417100415229
79000000,11264.735429497954,32.0,79.6612674445207
80000000,12282.711329453385,32.0,81.65359442556624
81000000,13369.5441310069,32.0,84.21917322259551
82000000,14456.376932560415,32.0,86.84598752598752
83000000,15543.20973411393,32.0,89.2217069615972
84000000,16630.042535667446,32.0,90.82517157286556
85000000,17716.87533722096,32.0,92.532715385252
86000000,18803.708138774477,32.0,94.27644050009503
87000000,19890.540940327992,32.0,96.26787706182509
88000000,20977.373741881507,32.0,98.0
89000000,22064.206543435022,32.0,98.0
90000000,23151.039344988534,32.0,99.97704920575825
91000000,24237.87214654205,32.0,101.0
92000000,25324.704948095565,32.0,102.69485551215308
93000000,26411.53774964908,32.0,104.55833396828915
94000000,27498.370551202595,32.0,106.39260124800182
95000000,28585.20335275611,32.0,107.0
96000000,29672.036154309626,32.0,107.0
97000000,30758.86895586314,32.0,107.13228874210877
98000000,31845.701757416657,32.0,108.10103068343456
99000000,32932.53455897017,32.0,109.51555441915964
100000000,33999.12394315196,32.0,111.09118771220038
101000000,33949.96250386795,32.0,112.31832611961654
102000000,33900.801064583946,32.0,113.54728308132522
103000000,33851.63962529994,32.0,114.13428633741103
104000000,33802.47818601593,32.0,115.59721985246148
105000000,33753.31674673192,32.0,117.0
106000000,33704.155307447916,32.0,117.59051436614547
107000000,33654.99386816391,32.0,119.0274052909571
108000000,33605.832428879905,32.0,120.41017465822667
109000000,33556.67098959589,32.0,121.5965702073991
110000000,33507.50955031189,32.0,122.73890191563349
111000000,33458.34811102788,32.0,124.03586149120358
112000000,33409.186671743875,32.0,125.0
113000000,33360.02523245986,32.0,125.0
114000000,33310.86379317586,32.0,125.0
115000000,33261.70235389185,32.0,125.0
116000000,33212.540914607845,32.0,126.29541051294267
117000000,33163.37947532384,32.0,127.0
118000000,33114.21803603983,32.0,127.0
119000000,33065.05659675582,32.0,127.0
120000000,33015.895157471816,32.0,127.0
121000000,32966.73371818781,32.0,127.0
122000000,32917.572278903805,32.0,127.0
123000000,32868.41083961979,32.0,127.0
124000000,32819.249400335786,32.0,128.04043812136442
125000000,32770.08796105178,32.0,129.33761752582095
126000000,32720.92652176777,32.0,130.0
127000000,32671.765082483766,32.0,130.17988630746416
128000000,32622.603643199756,32.0,131.0
129000000,32726.24577908024,32.0,131.0
130000000,32959.94078085775,32.0,131.0
131000000,33193.63578263527,32.0,132.23723656989264
132000000,33427.330784412785,32.0,133.0
133000000,33661.025786190294,32.0,133.0
134000000,33894.72078796781,32.0,134.0
135000000,34128.415789745326,32.0,134.47175552254197
136000000,34362.110791522835,32.0,135.0
137000000,34595.80579330035,32.0,135.0
138000000,34829.50079507787,32.0,135.26592168536752
139000000,35063.195796855376,32.0,136.0
140000000,35296.89079863289,32.0,136.6345365844014
141000000,35530.5858004104,32.0,137.0
142000000,35764.28080218792,32.0,137.04145858806083
143000000,35997.97580396543,32.0,138.27179563492064
144000000,36231.67080574294,32.0,139.50664768263943
145000000,36465.36580752046,32.0,140.0
146000000,36699.060809297975,32.0,140.0
147000000,36932.75581107548,32.0,140.0
148000000,37166.450812853,32.0,140.0
149000000,37400.14581463051,32.0,140.0
150000000,37633.840816408025,32.0,140.0
151000000,37867.53581818554,32.0,140.0
152000000,38101.23081996305,32.0,140.0
153000000,38334.925821740566,32.0,140.0
154000000,38568.62082351808,32.0,140.0
155000000,38802.31582529559,32.0,140.0
156000000,39036.01082707311,32.0,140.0
157000000,39269.70582885062,32.0,140.0
158000000,39503.40083062813,32.0,140.0
159000000,39737.09583240565,32.0,140.0
160000000,39970.790834183164,32.0,140.0
161000000,39921.3632411862,32.0,140.0
162000000,39742.78301074141,32.0,140.0
163000000,39564.20278029663,32.0,140.0
164000000,39385.622549851854,32.0,140.0
165000000,39207.042319407075,32.0,140.0
166000000,39028.4620889623,32.0,140.0
167000000,38849.88185851752,32.0,140.0
168000000,38671.30162807273,32.0,140.0
169000000,38492.72139762795,32.0,140.0
170000000,38314.141167183174,32.0,140.0
171000000,38135.560936738395,32.0,140.0
172000000,37956.980706293616,32.0,140.0
173000000,37778.40047584883,32.0,140.0
174000000,37599.82024540405,32.0,140.0
175000000,37421.24001495927,32.0,140.0
176000000,37242.65978451449,32.0,140.0
177000000,37064.079554069715,32.0,140.0
178000000,36885.49932362493,32.0,140.0
179000000,36706.91909318015,32.0,140.0
180000000,36528.33886273537,32.0,140.0
181000000,36349.75863229059,32.0,140.0
182000000,36171.17840184581,32.0,140.0
183000000,35992.598171401034,32.0,140.0
184000000,35814.01794095625,32.0,140.0
185000000,35635.43771051147,32.0,140.0
186000000,35456.85748006669,32.0,140.0
187000000,35278.27724962191,32.0,140.0
188000000,35099.69701917713,32.0,140.0
189000000,34921.11678873235,32.0,140.0
190000000,34742.53655828757,32.0,140.0
191000000,34567.26684942124,32.0,140.0
192000000,34677.9667289425,32.0,140.0
193000000,34788.66660846375,32.0,140.0
194000000,34899.366487985004,32.0,140.0
195000000,35010.06636750625,32.0,140.0
196000000,35120.76624702751,32.0,140.0
197000000,35231.46612654876,32.0,140.0
198000000,35342.166006070016,32.0,140.0
199000000,35452.86588559127,32.0,140.0
200000000,35563.56576511252,32.0,140.0
201000000,35674.26564463378,32.0,140.0
202000000,35784.96552415503,32.0,140.0
203000000,35895.665403676285,32.0,140.0
204000000,36006.36528319754,32.0,140.0
205000000,36117.06516271879,32.0,140.0
206000000,36227.76504224005,32.0,140.0
207000000,36338.4649217613,32.0,140.0
208000000,36449.16480128255,32.0,140.0
209000000,36559.8646808038,32.0,140.0
210000000,36670.56456032506,32.0,140.0
211000000,36781.264439846316,32.0,140.0
212000000,36891.964319367566,32.0,140.0
213000000,37002.66419888882,32.0,140.0
214000000,37113.36407841007,32.0,140.0
215000000,37224.06395793133,32.0,140.0
216000000,37334.763837452585,32.0,140.0
217000000,37445.463716973834,32.0,140.0
218000000,37556.16359649509,32.0,140.0
219000000,37666.86347601634,32.0,140.0
220000000,37777.5633555376,32.0,140.0
221000000,37888.26323505885,32.0,140.0
222000000,37994.17902379869,32.0,140.0
223000000,38060.609639695125,32.0,140.0
224000000,38127.04025559155,32.0,140.0
225000000,38193.47087148798,32.0,140.0
226000000,38259.901487384406,32.0,140.0
227000000,38326.33210328084,32.0,140.0
228000000,38392.76271917726,32.0,140.0
229000000,38459.193335073694,32.0,140.0
230000000,38525.62395097012,32.0,140.0
231000000,38592.05456686655,32.0,140.0
232000000,38658.485182762975,32.0,140.0
233000000,38724.91579865941,32.0,140.0
234000000,38791.34641455583,32.0,140.0
235000000,38857.777030452264,32.0,140.0
236000000,38924.20764634869,32.0,140.0
237000000,38990.63826224512,32.0,140.0
238000000,39057.068878141545,32.0,140.0
239000000,39123.49949403798,32.0,140.0
240000000,39189.9301099344,32.0,140.0
241000000,39256.36072583083,32.0,140.0
242000000,39322.79134172726,32.0,140.0
243000000,39389.22195762369,32.0,140.0
244000000,39455.652573520114,32.0,140.0
245000000,39522.083189416546,32.0,140.0
246000000,39588.51380531297,32.0,140.0
247000000,39654.9444212094,32.0,140.0
248000000,39721.37503710583,32.0,140.0
249000000,39787.80565300226,32.0,140.0
250000000,39854.23626889868,32.0,140.0
251000000,39920.666884795115,32.0,140.0
252000000,39987.09750069154,32.0,140.0
253000000,40035.90535423876,32.0,140.0
254000000,40035.54665191161,32.0,140.0
255000000,40035.187949584455,32.0,140.0
256000000,40034.829247257294,32.0,140.0
257000000,40034.47054493014,32.0,140.0
258000000,40034.111842602986,32.0,140.0
259000000,40033.753140275825,32.0,140.0
260000000,40033.39443794867,32.0,140.0
261000000,40033.03573562152,32.0,140.0
262000000,40032.677033294356,32.0,140.0
263000000,40032.3183309672,32.0,140.0
264000000,40031.95962864005,32.0,140.0
265000000,40031.60092631289,32.0,140.0
266000000,40031.24222398573,32.0,140.0
267000000,40030.88352165858,32.0,140.0
268000000,40030.52481933142,32.0,140.0
269000000,40030.166117004264,32.0,140.0
270000000,40029.80741467711,32.0,140.0
271000000,40029.44871234995,32.0,140.0
272000000,40029.090010022795,32.0,140.0
273000000,40028.73130769564,32.0,140.0
274000000,40028.37260536848,32.0,140.0
275000000,40028.01390304133,32.0,140.0
276000000,40027.65520071417,32.0,140.0
277000000,40027.29649838701,32.0,140.0
278000000,40026.93779605986,32.0,140.0
279000000,40026.579093732704,32.0,140.0
280000000,40026.22039140554,32.0,140.0
281000000,40025.86168907839,32.0,140.0
282000000,40025.502986751235,32.0,140.0
283000000,40025.144284424074,32.0,140.0
284000000,39983.055775030865,32.0,140.0
285000000,39912.88676912693,32.0,140.0
286000000,39842.717763223,32.0,140.0
287000000,39772.54875731908,32.0,140.0
288000000,39702.379751415145,32.0,140.0
289000000,39632.21074551121,32.0,140.0
290000000,39562.04173960728,32.0,140.0
291000000,39491.87273370335,32.0,140.0
292000000,39421.70372779942,32.0,140.0
293000000,39351.534721895485,32.0,140.0
294000000,39281.36571599156,32.0,140.0
295000000,39211.19671008763,32.0,140.0
296000000,39141.027704183696,32.0,140.0
297000000,39070.858698279764,32.0,140.0
298000000,39000.68969237583,32.0,140.0
299000000,38930.5206864719,32.0,140.0
300000000,38860.35168056797,32.0,140.0
301000000,38790.18267466404,32.0,140.0
302000000,38720.01366876011,32.0,140.0
303000000,38649.84466285618,32.0,140.0
304000000,38579.67565695225,32.0,140.0
305000000,38509.506651048316,32.0,140.0
306000000,38439.337645144384,32.0,140.0
307000000,38369.16863924045,32.0,140.0
308000000,38298.99963333653,32.0,140.0
309000000,38228.830627432595,32.0,140.0
310000000,38158.66162152866,32.0,140.0
